@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
4642,'2020/03/23 12:48:45:508',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4643,'2020/03/23 12:48:45:520',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4644,'2020/03/23 12:48:45:531',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4645,'2020/03/23 12:48:45:543',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4646,'2020/03/23 12:48:45:555',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4647,'2020/03/23 12:48:45:555',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4648,'2020/03/23 12:48:45:566',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4649,'2020/03/23 12:48:45:578',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4650,'2020/03/23 12:48:45:589',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4651,'2020/03/23 12:48:45:601',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4652,'2020/03/23 12:48:45:613',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4653,'2020/03/23 12:48:45:625',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4654,'2020/03/23 12:48:45:626',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4655,'2020/03/23 12:48:45:636',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4656,'2020/03/23 12:48:45:648',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4657,'2020/03/23 12:48:45:659',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4658,'2020/03/23 12:48:45:671',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4659,'2020/03/23 12:48:45:682',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4660,'2020/03/23 12:48:45:694',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4661,'2020/03/23 12:48:45:694',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4662,'2020/03/23 12:48:45:705',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4663,'2020/03/23 12:48:45:717',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4664,'2020/03/23 12:48:45:729',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4665,'2020/03/23 12:48:45:740',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4666,'2020/03/23 12:48:45:752',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4667,'2020/03/23 12:48:45:764',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4668,'2020/03/23 12:48:45:764',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4669,'2020/03/23 12:48:45:775',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4670,'2020/03/23 12:48:45:787',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4671,'2020/03/23 12:48:45:798',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4672,'2020/03/23 12:48:45:810',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4673,'2020/03/23 12:48:45:822',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4674,'2020/03/23 12:48:45:833',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4675,'2020/03/23 12:48:45:845',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4676,'2020/03/23 12:48:45:845',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4677,'2020/03/23 12:48:45:856',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4678,'2020/03/23 12:48:45:868',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4679,'2020/03/23 12:48:45:880',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4680,'2020/03/23 12:48:45:892',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4681,'2020/03/23 12:48:45:903',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4682,'2020/03/23 12:48:45:915',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4683,'2020/03/23 12:48:45:915',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4684,'2020/03/23 12:48:45:926',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4685,'2020/03/23 12:48:45:939',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4686,'2020/03/23 12:48:45:949',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4687,'2020/03/23 12:48:45:961',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4688,'2020/03/23 12:48:45:973',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4689,'2020/03/23 12:48:45:985',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4690,'2020/03/23 12:48:45:985',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4691,'2020/03/23 12:48:45:996',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4692,'2020/03/23 12:48:46:008',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4693,'2020/03/23 12:48:46:019',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4694,'2020/03/23 12:48:46:031',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4695,'2020/03/23 12:48:46:042',9,0.485907,-0.286925,0.009577,0.258021,0.4485,0.288147,0.229586,0,0,0,0,1,0
4696,'2020/03/23 12:48:46:054',9,0.52607,-0.329388,0.049952,0.102225,0.415955,0.274384,0.18852,0,0,0,0,1,0
4697,'2020/03/23 12:48:46:054',9,0.52607,-0.329388,0.049952,0.102225,0.415955,0.274384,0.18852,0,0,0,0,1,0
4698,'2020/03/23 12:48:46:065',9,0.642127,-0.36727,0.093646,0.000744,0.43623,0.28812,0.183369,0,0,0,0,1,0
4699,'2020/03/23 12:48:46:077',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4700,'2020/03/23 12:48:46:089',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4701,'2020/03/23 12:48:46:100',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4702,'2020/03/23 12:48:46:112',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4703,'2020/03/23 12:48:46:123',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4704,'2020/03/23 12:48:46:135',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4705,'2020/03/23 12:48:46:135',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4706,'2020/03/23 12:48:46:147',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4707,'2020/03/23 12:48:46:158',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4708,'2020/03/23 12:48:46:170',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4709,'2020/03/23 12:48:46:181',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4710,'2020/03/23 12:48:46:193',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4711,'2020/03/23 12:48:46:205',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4712,'2020/03/23 12:48:46:205',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4713,'2020/03/23 12:48:46:216',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4714,'2020/03/23 12:48:46:228',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4715,'2020/03/23 12:48:46:240',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4716,'2020/03/23 12:48:46:251',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4717,'2020/03/23 12:48:46:263',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4718,'2020/03/23 12:48:46:275',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4719,'2020/03/23 12:48:46:276',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4720,'2020/03/23 12:48:46:286',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4721,'2020/03/23 12:48:46:297',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4722,'2020/03/23 12:48:46:309',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4723,'2020/03/23 12:48:46:321',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4724,'2020/03/23 12:48:46:332',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4725,'2020/03/23 12:48:46:344',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4726,'2020/03/23 12:48:46:344',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4727,'2020/03/23 12:48:46:356',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4728,'2020/03/23 12:48:46:367',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4729,'2020/03/23 12:48:46:379',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4730,'2020/03/23 12:48:46:390',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4731,'2020/03/23 12:48:46:402',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4732,'2020/03/23 12:48:46:414',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4733,'2020/03/23 12:48:46:414',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4734,'2020/03/23 12:48:46:425',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4735,'2020/03/23 12:48:46:437',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4736,'2020/03/23 12:48:46:448',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4737,'2020/03/23 12:48:46:460',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4738,'2020/03/23 12:48:46:472',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4739,'2020/03/23 12:48:46:483',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4740,'2020/03/23 12:48:46:495',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4741,'2020/03/23 12:48:46:495',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4742,'2020/03/23 12:48:46:507',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4743,'2020/03/23 12:48:46:518',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4744,'2020/03/23 12:48:46:530',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4745,'2020/03/23 12:48:46:542',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4746,'2020/03/23 12:48:46:553',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4747,'2020/03/23 12:48:46:565',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4748,'2020/03/23 12:48:46:565',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4749,'2020/03/23 12:48:46:577',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4750,'2020/03/23 12:48:46:588',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4751,'2020/03/23 12:48:46:599',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4752,'2020/03/23 12:48:46:611',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4753,'2020/03/23 12:48:46:623',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4754,'2020/03/23 12:48:46:634',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4755,'2020/03/23 12:48:46:635',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4756,'2020/03/23 12:48:46:646',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4757,'2020/03/23 12:48:46:659',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4758,'2020/03/23 12:48:46:669',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4759,'2020/03/23 12:48:46:681',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4760,'2020/03/23 12:48:46:692',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4761,'2020/03/23 12:48:46:704',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4762,'2020/03/23 12:48:46:704',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4763,'2020/03/23 12:48:46:716',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4764,'2020/03/23 12:48:46:727',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4765,'2020/03/23 12:48:46:739',9,0.482377,-0.223865,-0.004511,0.36123,0.472752,0.23366,0.207462,0,0,0,0,1,0
4766,'2020/03/23 12:48:46:750',9,0.515763,-0.314065,0.042301,0.147754,0.42562,0.282157,0.200921,0,0,0,0,1,0
4767,'2020/03/23 12:48:46:762',9,0.593068,-0.350756,0.08712,-0.012983,0.410586,0.252906,0.150347,0,0,0,0,1,0
4768,'2020/03/23 12:48:46:774',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4769,'2020/03/23 12:48:46:785',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4770,'2020/03/23 12:48:46:785',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4771,'2020/03/23 12:48:46:797',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4772,'2020/03/23 12:48:46:808',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4773,'2020/03/23 12:48:46:820',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4774,'2020/03/23 12:48:46:832',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4775,'2020/03/23 12:48:46:843',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4776,'2020/03/23 12:48:46:855',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4777,'2020/03/23 12:48:46:855',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4778,'2020/03/23 12:48:46:866',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4779,'2020/03/23 12:48:46:878',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4780,'2020/03/23 12:48:46:890',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4781,'2020/03/23 12:48:46:902',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4782,'2020/03/23 12:48:46:913',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4783,'2020/03/23 12:48:46:926',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4784,'2020/03/23 12:48:46:926',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4785,'2020/03/23 12:48:46:936',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4786,'2020/03/23 12:48:46:948',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4787,'2020/03/23 12:48:46:960',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4788,'2020/03/23 12:48:46:971',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4789,'2020/03/23 12:48:46:983',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4790,'2020/03/23 12:48:46:995',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4791,'2020/03/23 12:48:46:995',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4792,'2020/03/23 12:48:47:006',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4793,'2020/03/23 12:48:47:018',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4794,'2020/03/23 12:48:47:029',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4795,'2020/03/23 12:48:47:041',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4796,'2020/03/23 12:48:47:052',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4797,'2020/03/23 12:48:47:064',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4798,'2020/03/23 12:48:47:064',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4799,'2020/03/23 12:48:47:075',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4800,'2020/03/23 12:48:47:087',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4801,'2020/03/23 12:48:47:099',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4802,'2020/03/23 12:48:47:110',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4803,'2020/03/23 12:48:47:122',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4804,'2020/03/23 12:48:47:134',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4805,'2020/03/23 12:48:47:134',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4806,'2020/03/23 12:48:47:145',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4807,'2020/03/23 12:48:47:157',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4808,'2020/03/23 12:48:47:168',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4809,'2020/03/23 12:48:47:180',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4810,'2020/03/23 12:48:47:192',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4811,'2020/03/23 12:48:47:203',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4812,'2020/03/23 12:48:47:215',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4813,'2020/03/23 12:48:47:215',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4814,'2020/03/23 12:48:47:226',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4815,'2020/03/23 12:48:47:238',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4816,'2020/03/23 12:48:47:250',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4817,'2020/03/23 12:48:47:261',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4818,'2020/03/23 12:48:47:273',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4819,'2020/03/23 12:48:47:285',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4820,'2020/03/23 12:48:47:285',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4821,'2020/03/23 12:48:47:296',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4822,'2020/03/23 12:48:47:308',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4823,'2020/03/23 12:48:47:320',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4824,'2020/03/23 12:48:47:331',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4825,'2020/03/23 12:48:47:342',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4826,'2020/03/23 12:48:47:354',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4827,'2020/03/23 12:48:47:354',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4828,'2020/03/23 12:48:47:366',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4829,'2020/03/23 12:48:47:377',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4830,'2020/03/23 12:48:47:389',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4831,'2020/03/23 12:48:47:401',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4832,'2020/03/23 12:48:47:412',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4833,'2020/03/23 12:48:47:424',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4834,'2020/03/23 12:48:47:424',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4835,'2020/03/23 12:48:47:435',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4836,'2020/03/23 12:48:47:447',9,0.508323,-0.301626,0.032385,0.189684,0.434229,0.286353,0.212862,0,0,0,0,1,0
4837,'2020/03/23 12:48:47:459',9,0.55519,-0.364173,0.068825,0.009838,0.401197,0.245712,0.165846,0,0,0,0,1,0
4838,'2020/03/23 12:48:47:470',9,0.549447,-0.260519,0.084457,0.240353,0.51011,0.395467,0.220583,0,0,0,0,1,0
4839,'2020/03/23 12:48:47:482',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4840,'2020/03/23 12:48:47:494',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4841,'2020/03/23 12:48:47:494',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4842,'2020/03/23 12:48:47:505',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4843,'2020/03/23 12:48:47:517',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4844,'2020/03/23 12:48:47:528',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4845,'2020/03/23 12:48:47:540',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4846,'2020/03/23 12:48:47:552',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4847,'2020/03/23 12:48:47:563',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4848,'2020/03/23 12:48:47:576',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4849,'2020/03/23 12:48:47:576',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4850,'2020/03/23 12:48:47:586',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4851,'2020/03/23 12:48:47:598',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4852,'2020/03/23 12:48:47:610',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4853,'2020/03/23 12:48:47:621',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4854,'2020/03/23 12:48:47:633',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4855,'2020/03/23 12:48:47:645',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4856,'2020/03/23 12:48:47:645',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4857,'2020/03/23 12:48:47:656',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4858,'2020/03/23 12:48:47:668',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4859,'2020/03/23 12:48:47:679',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4860,'2020/03/23 12:48:47:691',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4861,'2020/03/23 12:48:47:702',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4862,'2020/03/23 12:48:47:714',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4863,'2020/03/23 12:48:47:715',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4864,'2020/03/23 12:48:47:726',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
4865,'2020/03/23 12:48:47:737',9,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0,0,0,0,1,0
