@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
889,'2020/03/23 12:45:23:127',5,0.59245,-0.354973,0.194834,0.00512,0.457424,0.327093,0.230716,1,0,0,0,0,0
890,'2020/03/23 12:45:23:138',5,0.528173,-0.411875,0.129681,0.027315,0.499765,0.302703,0.196865,1,0,0,0,0,0
891,'2020/03/23 12:45:23:150',5,0.577881,-0.363282,0.088058,0.006635,0.407266,0.245634,0.169874,1,0,0,0,0,0
892,'2020/03/23 12:45:23:162',5,0.564289,-0.396429,0.136102,-0.003637,0.453546,0.276759,0.21738,1,0,0,0,0,0
893,'2020/03/23 12:45:23:173',5,0.551148,-0.410853,0.151225,0.016034,0.458505,0.262957,0.206312,1,0,0,0,0,0
894,'2020/03/23 12:45:23:185',5,0.513357,-0.374004,0.181063,0.053438,0.460125,0.25965,0.228673,1,0,0,0,0,0
895,'2020/03/23 12:45:23:185',5,0.513357,-0.374004,0.181063,0.053438,0.460125,0.25965,0.228673,1,0,0,0,0,0
896,'2020/03/23 12:45:23:197',5,0.597642,-0.373184,0.172743,0.016859,0.47188,0.328345,0.244319,1,0,0,0,0,0
897,'2020/03/23 12:45:23:208',5,0.620224,-0.387911,0.102249,-0.003544,0.438202,0.296761,0.231078,1,0,0,0,0,0
898,'2020/03/23 12:45:23:220',5,0.575136,-0.395001,0.124871,0.023788,0.434625,0.255879,0.193518,1,0,0,0,0,0
899,'2020/03/23 12:45:23:232',5,0.58071,-0.368649,0.184087,0.015567,0.475366,0.319329,0.22192,1,0,0,0,0,0
900,'2020/03/23 12:45:23:243',5,0.535798,-0.409881,0.146916,0.011184,0.489915,0.321606,0.22127,1,0,0,0,0,0
901,'2020/03/23 12:45:23:255',5,0.538983,-0.394839,0.071456,0.010642,0.427777,0.240293,0.161726,1,0,0,0,0,0
902,'2020/03/23 12:45:23:255',5,0.538983,-0.394839,0.071456,0.010642,0.427777,0.240293,0.161726,1,0,0,0,0,0
903,'2020/03/23 12:45:23:266',5,0.560628,-0.396408,0.129002,-0.009377,0.448927,0.282593,0.207944,1,0,0,0,0,0
904,'2020/03/23 12:45:23:278',5,0.543022,-0.41595,0.132484,-0.01064,0.453479,0.259309,0.206901,1,0,0,0,0,0
905,'2020/03/23 12:45:23:291',5,0.524816,-0.383771,0.179306,0.042645,0.438681,0.253258,0.229475,1,0,0,0,0,0
906,'2020/03/23 12:45:23:301',5,0.563698,-0.387673,0.166996,0.041147,0.484324,0.307569,0.214697,1,0,0,0,0,0
907,'2020/03/23 12:45:23:313',5,0.610759,-0.386744,0.12426,-0.001442,0.447702,0.309889,0.267687,1,0,0,0,0,0
908,'2020/03/23 12:45:23:325',5,0.614745,-0.372156,0.11832,0.01736,0.432311,0.266844,0.181639,1,0,0,0,0,0
909,'2020/03/23 12:45:23:325',5,0.614745,-0.372156,0.11832,0.01736,0.432311,0.266844,0.181639,1,0,0,0,0,0
910,'2020/03/23 12:45:23:336',5,0.57358,-0.387969,0.165735,0.027884,0.4802,0.307234,0.22418,1,0,0,0,0,0
911,'2020/03/23 12:45:23:348',5,0.564087,-0.381433,0.171747,-0.003422,0.463558,0.328152,0.231449,1,0,0,0,0,0
912,'2020/03/23 12:45:23:360',5,0.524727,-0.40735,0.095024,0.02178,0.467221,0.261719,0.167195,1,0,0,0,0,0
913,'2020/03/23 12:45:23:371',5,0.599663,-0.367295,0.129947,-0.002422,0.441181,0.288207,0.190228,1,0,0,0,0,0
914,'2020/03/23 12:45:23:383',5,0.56451,-0.393779,0.142154,-0.006175,0.456915,0.266999,0.213292,1,0,0,0,0,0
915,'2020/03/23 12:45:23:394',5,0.543378,-0.401703,0.163265,0.030475,0.440206,0.254084,0.212326,1,0,0,0,0,0
916,'2020/03/23 12:45:23:395',5,0.543378,-0.401703,0.163265,0.030475,0.440206,0.254084,0.212326,1,0,0,0,0,0
917,'2020/03/23 12:45:23:406',5,0.526868,-0.381478,0.171539,0.056587,0.486709,0.284743,0.215179,1,0,0,0,0,0
918,'2020/03/23 12:45:23:417',5,0.598922,-0.374452,0.159098,0.001252,0.457727,0.330474,0.285196,1,0,0,0,0,0
919,'2020/03/23 12:45:23:429',5,0.631523,-0.372298,0.103565,0.003105,0.434621,0.286047,0.192447,1,0,0,0,0,0
920,'2020/03/23 12:45:23:441',5,0.573711,-0.401124,0.141504,0.029575,0.459531,0.278112,0.21741,1,0,0,0,0,0
921,'2020/03/23 12:45:23:452',5,0.590293,-0.355856,0.193851,0.003116,0.455835,0.328123,0.233115,1,0,0,0,0,0
922,'2020/03/23 12:45:23:464',5,0.524238,-0.413983,0.123454,0.025767,0.495498,0.295441,0.189514,1,0,0,0,0,0
923,'2020/03/23 12:45:23:465',5,0.524238,-0.413983,0.123454,0.025767,0.495498,0.295441,0.189514,1,0,0,0,0,0
924,'2020/03/23 12:45:23:475',5,0.586603,-0.356497,0.096332,0.005691,0.408568,0.248475,0.169067,1,0,0,0,0,0
925,'2020/03/23 12:45:23:487',5,0.566026,-0.394913,0.13788,-0.003018,0.454122,0.274902,0.216423,1,0,0,0,0,0
926,'2020/03/23 12:45:23:499',5,0.552293,-0.409953,0.153321,0.018877,0.456777,0.262316,0.206514,1,0,0,0,0,0
927,'2020/03/23 12:45:23:511',5,0.513182,-0.374138,0.180036,0.05461,0.464295,0.261682,0.226801,1,0,0,0,0,0
928,'2020/03/23 12:45:23:522',5,0.599698,-0.371423,0.17257,0.013341,0.469237,0.330089,0.251356,1,0,0,0,0,0
929,'2020/03/23 12:45:23:534',5,0.622341,-0.385545,0.101369,-0.002997,0.438236,0.296265,0.225396,1,0,0,0,0,0
930,'2020/03/23 12:45:23:545',5,0.570929,-0.398651,0.12578,0.024593,0.436806,0.256953,0.197176,1,0,0,0,0,0
931,'2020/03/23 12:45:23:545',5,0.570929,-0.398651,0.12578,0.024593,0.436806,0.256953,0.197176,1,0,0,0,0,0
932,'2020/03/23 12:45:23:557',5,0.583248,-0.365693,0.186482,0.013349,0.472142,0.320129,0.221996,1,0,0,0,0,0
933,'2020/03/23 12:45:23:568',5,0.535718,-0.409657,0.145962,0.016168,0.495187,0.321192,0.21943,1,0,0,0,0,0
934,'2020/03/23 12:45:23:581',5,0.54188,-0.393106,0.068727,0.007885,0.420457,0.237778,0.161844,1,0,0,0,0,0
935,'2020/03/23 12:45:23:592',5,0.564862,-0.392931,0.134155,-0.004879,0.453016,0.285376,0.214136,1,0,0,0,0,0
936,'2020/03/23 12:45:23:603',5,0.543648,-0.415823,0.135081,-0.006724,0.455514,0.260686,0.207239,1,0,0,0,0,0
937,'2020/03/23 12:45:23:615',5,0.521677,-0.381215,0.180884,0.044902,0.441197,0.253609,0.230604,1,0,0,0,0,0
938,'2020/03/23 12:45:23:616',5,0.521677,-0.381215,0.180884,0.044902,0.441197,0.253609,0.230604,1,0,0,0,0,0
939,'2020/03/23 12:45:23:626',5,0.571181,-0.386026,0.16812,0.037864,0.482624,0.311077,0.217332,1,0,0,0,0,0
940,'2020/03/23 12:45:23:638',5,0.611131,-0.389143,0.118725,-0.001802,0.445895,0.307203,0.262643,1,0,0,0,0,0
941,'2020/03/23 12:45:23:650',5,0.609717,-0.373549,0.120866,0.019706,0.432542,0.263792,0.181885,1,0,0,0,0,0
942,'2020/03/23 12:45:23:661',5,0.572769,-0.385628,0.168899,0.026577,0.481601,0.310418,0.223788,1,0,0,0,0,0
943,'2020/03/23 12:45:23:673',5,0.556888,-0.388367,0.166468,-0.003094,0.466447,0.32675,0.229738,1,0,0,0,0,0
944,'2020/03/23 12:45:23:685',5,0.525105,-0.406975,0.088744,0.018354,0.45938,0.25536,0.163655,1,0,0,0,0,0
945,'2020/03/23 12:45:23:685',5,0.525105,-0.406975,0.088744,0.018354,0.45938,0.25536,0.163655,1,0,0,0,0,0
946,'2020/03/23 12:45:23:696',5,0.591102,-0.373443,0.130998,-0.003507,0.445743,0.291477,0.196124,1,0,0,0,0,0
947,'2020/03/23 12:45:23:708',5,0.56273,-0.395357,0.141565,-0.006967,0.457002,0.265708,0.212381,1,0,0,0,0,0
948,'2020/03/23 12:45:23:719',5,0.540839,-0.399051,0.166125,0.032728,0.438637,0.253628,0.215303,1,0,0,0,0,0
949,'2020/03/23 12:45:23:731',5,0.530968,-0.384144,0.169304,0.054591,0.487814,0.289008,0.213987,1,0,0,0,0,0
950,'2020/03/23 12:45:23:743',5,0.60154,-0.374838,0.155042,0.000526,0.455928,0.327447,0.284945,1,0,0,0,0,0
951,'2020/03/23 12:45:23:754',5,0.630962,-0.3714,0.105418,0.005286,0.433849,0.283397,0.18921,1,0,0,0,0,0
952,'2020/03/23 12:45:23:755',5,0.630962,-0.3714,0.105418,0.005286,0.433849,0.283397,0.18921,1,0,0,0,0,0
953,'2020/03/23 12:45:23:766',5,0.575132,-0.399346,0.145588,0.02986,0.463777,0.283308,0.220132,1,0,0,0,0,0
954,'2020/03/23 12:45:23:777',5,0.588921,-0.356926,0.192483,0.001847,0.456011,0.329583,0.234842,1,0,0,0,0,0
955,'2020/03/23 12:45:23:790',5,0.521551,-0.414859,0.11812,0.025055,0.49164,0.289071,0.183563,1,0,0,0,0,0
956,'2020/03/23 12:45:23:801',5,0.59469,-0.351368,0.104658,0.004394,0.410865,0.251778,0.168177,1,0,0,0,0,0
957,'2020/03/23 12:45:23:812',5,0.567041,-0.393895,0.139233,-0.003092,0.454273,0.272835,0.215114,1,0,0,0,0,0
958,'2020/03/23 12:45:23:824',5,0.553395,-0.408465,0.155736,0.021946,0.455234,0.261883,0.207133,1,0,0,0,0,0
959,'2020/03/23 12:45:23:824',5,0.553395,-0.408465,0.155736,0.021946,0.455234,0.261883,0.207133,1,0,0,0,0,0
960,'2020/03/23 12:45:23:835',5,0.513537,-0.37475,0.178494,0.055205,0.467993,0.263674,0.224615,1,0,0,0,0,0
961,'2020/03/23 12:45:23:847',5,0.600716,-0.370547,0.171825,0.010429,0.466845,0.331625,0.258956,1,0,0,0,0,0
962,'2020/03/23 12:45:23:860',5,0.624842,-0.382615,0.101,-0.00232,0.438384,0.2957,0.219511,1,0,0,0,0,0
963,'2020/03/23 12:45:23:871',5,0.567698,-0.40225,0.125791,0.024065,0.438251,0.257826,0.200252,1,0,0,0,0,0
964,'2020/03/23 12:45:23:883',5,0.585587,-0.363198,0.188784,0.011478,0.468676,0.320981,0.222447,1,0,0,0,0,0
965,'2020/03/23 12:45:23:894',5,0.536147,-0.40899,0.145028,0.0209,0.499437,0.319938,0.216909,1,0,0,0,0,0
966,'2020/03/23 12:45:23:905',5,0.544746,-0.391309,0.066502,0.004585,0.412985,0.23524,0.16144,1,0,0,0,0,0
967,'2020/03/23 12:45:23:905',5,0.544746,-0.391309,0.066502,0.004585,0.412985,0.23524,0.16144,1,0,0,0,0,0
968,'2020/03/23 12:45:23:917',5,0.56537,-0.393148,0.135494,-0.00345,0.454269,0.285786,0.217718,1,0,0,0,0,0
969,'2020/03/23 12:45:23:929',5,0.545698,-0.41428,0.139035,-0.001402,0.458046,0.262363,0.207664,1,0,0,0,0,0
970,'2020/03/23 12:45:23:940',5,0.519578,-0.378545,0.182055,0.04695,0.444135,0.254247,0.231638,1,0,0,0,0,0
971,'2020/03/23 12:45:23:952',5,0.578457,-0.383804,0.169328,0.034027,0.480578,0.314528,0.220661,1,0,0,0,0,0
972,'2020/03/23 12:45:23:964',5,0.611939,-0.390694,0.113874,-0.002431,0.44382,0.304529,0.257104,1,0,0,0,0,0
973,'2020/03/23 12:45:23:975',5,0.603835,-0.375908,0.12279,0.021334,0.432708,0.261198,0.18297,1,0,0,0,0,0
974,'2020/03/23 12:45:23:975',5,0.603835,-0.375908,0.12279,0.021334,0.432708,0.261198,0.18297,1,0,0,0,0,0
975,'2020/03/23 12:45:23:987',5,0.573788,-0.381955,0.172966,0.025862,0.482866,0.313378,0.223394,1,0,0,0,0,0
976,'2020/03/23 12:45:23:999',5,0.551235,-0.394116,0.1621,-0.001363,0.470354,0.325631,0.228294,1,0,0,0,0,0
977,'2020/03/23 12:45:24:010',5,0.526362,-0.405793,0.08347,0.015707,0.452207,0.250185,0.161261,1,0,0,0,0,0
978,'2020/03/23 12:45:24:022',5,0.582543,-0.378313,0.132224,-0.003991,0.449337,0.293247,0.20193,1,0,0,0,0,0
979,'2020/03/23 12:45:24:033',5,0.559116,-0.398922,0.139553,-0.008459,0.456332,0.264025,0.211183,1,0,0,0,0,0
980,'2020/03/23 12:45:24:045',5,0.538833,-0.395401,0.169755,0.035528,0.438154,0.254184,0.219416,1,0,0,0,0,0
981,'2020/03/23 12:45:24:045',5,0.538833,-0.395401,0.169755,0.035528,0.438154,0.254184,0.219416,1,0,0,0,0,0
982,'2020/03/23 12:45:24:056',5,0.536044,-0.386218,0.167785,0.052611,0.488366,0.293113,0.213106,1,0,0,0,0,0
983,'2020/03/23 12:45:24:068',5,0.604846,-0.375761,0.149968,-0.00042,0.453703,0.323368,0.282849,1,0,0,0,0,0
984,'2020/03/23 12:45:24:080',5,0.629967,-0.370282,0.107984,0.007745,0.433369,0.280523,0.186594,1,0,0,0,0,0
985,'2020/03/23 12:45:24:091',5,0.575595,-0.397744,0.149236,0.029431,0.467417,0.288248,0.221996,1,0,0,0,0,0
986,'2020/03/23 12:45:24:103',5,0.58833,-0.357807,0.191129,0.001172,0.457034,0.330678,0.235565,1,0,0,0,0,0
987,'2020/03/23 12:45:24:114',5,0.520155,-0.414727,0.113341,0.024676,0.487651,0.283126,0.17873,1,0,0,0,0,0
988,'2020/03/23 12:45:24:115',5,0.520155,-0.414727,0.113341,0.024676,0.487651,0.283126,0.17873,1,0,0,0,0,0
989,'2020/03/23 12:45:24:126',5,0.600736,-0.349619,0.111938,0.002631,0.41514,0.257493,0.168921,1,0,0,0,0,0
990,'2020/03/23 12:45:24:138',5,0.567577,-0.392943,0.140681,-0.003,0.455123,0.27187,0.21507,1,0,0,0,0,0
991,'2020/03/23 12:45:24:149',5,0.55284,-0.407403,0.157712,0.024794,0.453462,0.261109,0.207597,1,0,0,0,0,0
992,'2020/03/23 12:45:24:161',5,0.514536,-0.375575,0.177154,0.056041,0.472083,0.266546,0.222472,1,0,0,0,0,0
993,'2020/03/23 12:45:24:173',5,0.600387,-0.370421,0.170652,0.007885,0.464633,0.332695,0.266095,1,0,0,0,0,0
994,'2020/03/23 12:45:24:184',5,0.627085,-0.379819,0.100714,-0.00179,0.438376,0.295002,0.213979,1,0,0,0,0,0
995,'2020/03/23 12:45:24:196',5,0.566813,-0.403866,0.127476,0.024961,0.441445,0.260232,0.203435,1,0,0,0,0,0
996,'2020/03/23 12:45:24:196',5,0.566813,-0.403866,0.127476,0.024961,0.441445,0.260232,0.203435,1,0,0,0,0,0
997,'2020/03/23 12:45:24:207',5,0.587567,-0.361178,0.19052,0.009384,0.464883,0.322027,0.223857,1,0,0,0,0,0
998,'2020/03/23 12:45:24:219',5,0.53519,-0.409242,0.142832,0.024433,0.502362,0.317906,0.213795,1,0,0,0,0,0
999,'2020/03/23 12:45:24:231',5,0.545069,-0.391473,0.063844,0.000482,0.406189,0.234264,0.162822,1,0,0,0,0,0
1000,'2020/03/23 12:45:24:242',5,0.563241,-0.39597,0.134226,-0.004535,0.453087,0.283402,0.218225,1,0,0,0,0,0
1001,'2020/03/23 12:45:24:254',5,0.547241,-0.413023,0.142938,0.004024,0.460105,0.263774,0.207795,1,0,0,0,0,0
1002,'2020/03/23 12:45:24:265',5,0.517442,-0.376557,0.182563,0.048809,0.447446,0.254923,0.231716,1,0,0,0,0,0
1003,'2020/03/23 12:45:24:266',5,0.517442,-0.376557,0.182563,0.048809,0.447446,0.254923,0.231716,1,0,0,0,0,0
1004,'2020/03/23 12:45:24:277',5,0.585001,-0.381087,0.170737,0.030265,0.478977,0.318442,0.225225,1,0,0,0,0,0
1005,'2020/03/23 12:45:24:289',5,0.613239,-0.391501,0.109661,-0.00327,0.441568,0.301724,0.250873,1,0,0,0,0,0
1006,'2020/03/23 12:45:24:300',5,0.597031,-0.379439,0.123897,0.022307,0.432974,0.259403,0.185176,1,0,0,0,0,0
1007,'2020/03/23 12:45:24:312',5,0.575026,-0.378623,0.176103,0.023878,0.482391,0.315383,0.223245,1,0,0,0,0,0
1008,'2020/03/23 12:45:24:323',5,0.544465,-0.401201,0.156029,-0.000696,0.473381,0.32359,0.226308,1,0,0,0,0,0
1009,'2020/03/23 12:45:24:335',5,0.528622,-0.40356,0.079355,0.013865,0.445848,0.246452,0.160085,1,0,0,0,0,0
1010,'2020/03/23 12:45:24:335',5,0.528622,-0.40356,0.079355,0.013865,0.445848,0.246452,0.160085,1,0,0,0,0,0
1011,'2020/03/23 12:45:24:347',5,0.572974,-0.385137,0.130469,-0.006247,0.450457,0.292486,0.20598,1,0,0,0,0,0
1012,'2020/03/23 12:45:24:358',5,0.554958,-0.403215,0.137195,-0.009967,0.455297,0.262231,0.209867,1,0,0,0,0,0
1013,'2020/03/23 12:45:24:370',5,0.536214,-0.392129,0.172687,0.037425,0.43723,0.253766,0.222275,1,0,0,0,0,0
1014,'2020/03/23 12:45:24:382',5,0.542223,-0.387375,0.166901,0.050187,0.487957,0.29658,0.212256,1,0,0,0,0,0
1015,'2020/03/23 12:45:24:393',5,0.607104,-0.377732,0.144399,-0.000563,0.452521,0.320048,0.280498,1,0,0,0,0,0
1016,'2020/03/23 12:45:24:405',5,0.627565,-0.369887,0.110559,0.010108,0.432759,0.277007,0.184004,1,0,0,0,0,0
1017,'2020/03/23 12:45:24:405',5,0.627565,-0.369887,0.110559,0.010108,0.432759,0.277007,0.184004,1,0,0,0,0,0
1018,'2020/03/23 12:45:24:416',5,0.575898,-0.395543,0.153291,0.02922,0.471022,0.293286,0.223306,1,0,0,0,0,0
1019,'2020/03/23 12:45:24:428',5,0.585921,-0.360144,0.188992,0.000712,0.458684,0.331624,0.23607,1,0,0,0,0,0
1020,'2020/03/23 12:45:24:440',5,0.519483,-0.414168,0.108569,0.024091,0.483123,0.27715,0.17432,1,0,0,0,0,0
1021,'2020/03/23 12:45:24:451',5,0.606694,-0.349685,0.118796,0.001077,0.421052,0.26497,0.171308,1,0,0,0,0,0
1022,'2020/03/23 12:45:24:463',5,0.56776,-0.39225,0.141817,-0.003306,0.455799,0.270786,0.214894,1,0,0,0,0,0
1023,'2020/03/23 12:45:24:474',5,0.552014,-0.405831,0.159424,0.026919,0.450866,0.259977,0.208595,1,0,0,0,0,0
1024,'2020/03/23 12:45:24:475',5,0.552014,-0.405831,0.159424,0.026919,0.450866,0.259977,0.208595,1,0,0,0,0,0
1025,'2020/03/23 12:45:24:486',5,0.516629,-0.376361,0.175895,0.056554,0.475728,0.269595,0.219958,1,0,0,0,0,0
1026,'2020/03/23 12:45:24:498',5,0.599841,-0.370737,0.169168,0.005961,0.462866,0.333251,0.272502,1,0,0,0,0,0
1027,'2020/03/23 12:45:24:509',5,0.628923,-0.377261,0.10089,-0.000898,0.43828,0.29401,0.208654,1,0,0,0,0,0
1028,'2020/03/23 12:45:24:521',5,0.567942,-0.403856,0.130423,0.02653,0.445434,0.263421,0.206535,1,0,0,0,0,0
1029,'2020/03/23 12:45:24:533',5,0.589804,-0.358835,0.192326,0.007873,0.461832,0.323547,0.225745,1,0,0,0,0,0
1030,'2020/03/23 12:45:24:544',5,0.533549,-0.409951,0.139476,0.02644,0.50335,0.314582,0.209781,1,0,0,0,0,0
1031,'2020/03/23 12:45:24:545',5,0.533549,-0.409951,0.139476,0.02644,0.50335,0.314582,0.209781,1,0,0,0,0,0
1032,'2020/03/23 12:45:24:555',5,0.546769,-0.390529,0.063132,-0.003159,0.400542,0.233743,0.163475,1,0,0,0,0,0
1033,'2020/03/23 12:45:24:567',5,0.562747,-0.397167,0.134108,-0.004559,0.453042,0.281627,0.21874,1,0,0,0,0,0
1034,'2020/03/23 12:45:24:579',5,0.549491,-0.411034,0.147313,0.009757,0.461744,0.264861,0.207749,1,0,0,0,0,0
1035,'2020/03/23 12:45:24:591',5,0.515743,-0.375016,0.182685,0.050588,0.45128,0.256187,0.231546,1,0,0,0,0,0
1036,'2020/03/23 12:45:24:602',5,0.589828,-0.378813,0.171564,0.025998,0.477075,0.322114,0.230546,1,0,0,0,0,0
1037,'2020/03/23 12:45:24:614',5,0.614616,-0.391613,0.106133,-0.004085,0.439622,0.299325,0.244444,1,0,0,0,0,0
1038,'2020/03/23 12:45:24:626',5,0.589973,-0.383791,0.124657,0.023187,0.433368,0.257972,0.187658,1,0,0,0,0,0
1039,'2020/03/23 12:45:24:626',5,0.589973,-0.383791,0.124657,0.023187,0.433368,0.257972,0.187658,1,0,0,0,0,0
1040,'2020/03/23 12:45:24:637',5,0.575911,-0.375796,0.178515,0.021234,0.480927,0.317041,0.223174,1,0,0,0,0,0
1041,'2020/03/23 12:45:24:649',5,0.541336,-0.404635,0.152957,0.002913,0.478987,0.323499,0.225323,1,0,0,0,0,0
1042,'2020/03/23 12:45:24:660',5,0.532153,-0.400299,0.077029,0.013558,0.44093,0.244664,0.160635,1,0,0,0,0,0
1043,'2020/03/23 12:45:24:675',5,0.567033,-0.389519,0.130394,-0.006211,0.452147,0.291258,0.208441,1,0,0,0,0,0
1044,'2020/03/23 12:45:24:675',5,0.567033,-0.389519,0.130394,-0.006211,0.452147,0.291258,0.208441,1,0,0,0,0,0
1045,'2020/03/23 12:45:24:695',5,0.532262,-0.389904,0.174561,0.038452,0.436326,0.253145,0.224903,1,0,0,0,0,0
1046,'2020/03/23 12:45:24:696',5,0.532262,-0.389904,0.174561,0.038452,0.436326,0.253145,0.224903,1,0,0,0,0,0
1047,'2020/03/23 12:45:24:709',5,0.548802,-0.387894,0.166698,0.047904,0.48735,0.300054,0.212075,1,0,0,0,0,0
1048,'2020/03/23 12:45:24:718',5,0.60928,-0.379786,0.138731,-0.000558,0.451276,0.316777,0.277492,1,0,0,0,0,0
1049,'2020/03/23 12:45:24:731',5,0.623952,-0.370291,0.11282,0.012057,0.43209,0.273517,0.182227,1,0,0,0,0,0
1050,'2020/03/23 12:45:24:776',5,0.607313,-0.354829,0.122777,-0.001032,0.427051,0.272531,0.175151,1,0,0,0,0,0
1051,'2020/03/23 12:45:24:777',5,0.607313,-0.354829,0.122777,-0.001032,0.427051,0.272531,0.175151,1,0,0,0,0,0
1052,'2020/03/23 12:45:24:777',5,0.607313,-0.354829,0.122777,-0.001032,0.427051,0.272531,0.175151,1,0,0,0,0,0
1053,'2020/03/23 12:45:24:777',5,0.607313,-0.354829,0.122777,-0.001032,0.427051,0.272531,0.175151,1,0,0,0,0,0
1054,'2020/03/23 12:45:24:777',5,0.607313,-0.354829,0.122777,-0.001032,0.427051,0.272531,0.175151,1,0,0,0,0,0
1055,'2020/03/23 12:45:24:788',5,0.567573,-0.391958,0.142596,-0.003812,0.45653,0.269849,0.214761,1,0,0,0,0,0
1056,'2020/03/23 12:45:24:799',5,0.549919,-0.404902,0.159981,0.027532,0.446851,0.257648,0.209189,1,0,0,0,0,0
1057,'2020/03/23 12:45:24:811',5,0.519268,-0.377303,0.174957,0.05738,0.479904,0.274013,0.218269,1,0,0,0,0,0
1058,'2020/03/23 12:45:24:823',5,0.597645,-0.37271,0.166382,0.004248,0.4617,0.333887,0.278801,1,0,0,0,0,0
1059,'2020/03/23 12:45:24:835',5,0.630428,-0.375183,0.101296,-0.000049,0.437189,0.291589,0.202441,1,0,0,0,0,0
1060,'2020/03/23 12:45:24:835',5,0.630428,-0.375183,0.101296,-0.000049,0.437189,0.291589,0.202441,1,0,0,0,0,0
1061,'2020/03/23 12:45:24:846',5,0.569339,-0.403761,0.133225,0.027628,0.449612,0.267458,0.210145,1,0,0,0,0,0
1062,'2020/03/23 12:45:24:858',5,0.591086,-0.357284,0.193316,0.006369,0.459441,0.325245,0.227829,1,0,0,0,0,0
1063,'2020/03/23 12:45:24:869',5,0.531205,-0.410853,0.135429,0.027402,0.502749,0.310103,0.204793,1,0,0,0,0,0
1064,'2020/03/23 12:45:24:881',5,0.557901,-0.380887,0.071213,-0.00081,0.400773,0.236752,0.165049,1,0,0,0,0,0
1065,'2020/03/23 12:45:24:893',5,0.562791,-0.397518,0.134636,-0.004106,0.45346,0.279912,0.219034,1,0,0,0,0,0
1066,'2020/03/23 12:45:24:905',5,0.549877,-0.410885,0.149785,0.013619,0.461234,0.264234,0.20654,1,0,0,0,0,0
1067,'2020/03/23 12:45:24:905',5,0.549877,-0.410885,0.149785,0.013619,0.461234,0.264234,0.20654,1,0,0,0,0,0
1068,'2020/03/23 12:45:24:916',5,0.514265,-0.374362,0.182014,0.051815,0.455019,0.257444,0.230453,1,0,0,0,0,0
1069,'2020/03/23 12:45:24:927',5,0.59438,-0.375971,0.172187,0.021513,0.474789,0.325443,0.236727,1,0,0,0,0,0
1070,'2020/03/23 12:45:24:939',5,0.617006,-0.390428,0.103891,-0.004137,0.438527,0.297659,0.238064,1,0,0,0,0,0
1071,'2020/03/23 12:45:24:951',5,0.581969,-0.389661,0.124122,0.023038,0.43338,0.256616,0.190281,1,0,0,0,0,0
1072,'2020/03/23 12:45:24:962',5,0.577902,-0.372444,0.181286,0.01899,0.479105,0.318365,0.222528,1,0,0,0,0,0
1073,'2020/03/23 12:45:24:974',5,0.538356,-0.407625,0.149934,0.00643,0.483913,0.322591,0.223469,1,0,0,0,0,0
1074,'2020/03/23 12:45:24:986',5,0.535283,-0.39759,0.074485,0.012484,0.435322,0.242664,0.160907,1,0,0,0,0,0
1075,'2020/03/23 12:45:24:986',5,0.535283,-0.39759,0.074485,0.012484,0.435322,0.242664,0.160907,1,0,0,0,0,0
1076,'2020/03/23 12:45:24:997',5,0.561001,-0.395313,0.127624,-0.009596,0.448907,0.285111,0.205824,1,0,0,0,0,0
1077,'2020/03/23 12:45:25:009',5,0.545867,-0.412629,0.132599,-0.012155,0.453211,0.259567,0.207759,1,0,0,0,0,0
1078,'2020/03/23 12:45:25:020',5,0.529414,-0.386689,0.17721,0.040555,0.437191,0.25346,0.227757,1,0,0,0,0,0
1079,'2020/03/23 12:45:25:032',5,0.554926,-0.388546,0.166323,0.044883,0.486022,0.303272,0.212587,1,0,0,0,0,0
1080,'2020/03/23 12:45:25:044',5,0.610284,-0.382907,0.132108,-0.001009,0.449744,0.313611,0.273547,1,0,0,0,0,0
1081,'2020/03/23 12:45:25:055',5,0.62002,-0.370915,0.115272,0.014322,0.432004,0.270429,0.181586,1,0,0,0,0,0
1082,'2020/03/23 12:45:25:055',5,0.62002,-0.370915,0.115272,0.014322,0.432004,0.270429,0.181586,1,0,0,0,0,0
1083,'2020/03/23 12:45:25:067',5,0.575204,-0.390531,0.16154,0.028931,0.477548,0.302783,0.224749,1,0,0,0,0,0
1084,'2020/03/23 12:45:25:078',5,0.573508,-0.372442,0.178754,-0.002567,0.460806,0.329628,0.2334,1,0,0,0,0,0
1085,'2020/03/23 12:45:25:090',5,0.522045,-0.410362,0.100005,0.022764,0.473452,0.266849,0.168701,1,0,0,0,0,0
1086,'2020/03/23 12:45:25:102',5,0.605109,-0.36091,0.12621,-0.001982,0.433761,0.280301,0.181152,1,0,0,0,0,0
1087,'2020/03/23 12:45:25:113',5,0.566459,-0.392497,0.142572,-0.004928,0.456677,0.268515,0.214154,1,0,0,0,0,0
1088,'2020/03/23 12:45:25:125',5,0.546867,-0.403995,0.160826,0.028416,0.44326,0.255516,0.209934,1,0,0,0,0,0
