@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
1097,'2020/03/24 23:48:11:063',2,1.630249,0.93259,0.593819,0.434641,0.342297,0.222008,0.157203,0.181633,0.159161,0.154053,0.150269,0.187854,0.204465,0,1,0,0,0,0
1098,'2020/03/24 23:48:11:074',2,1.597648,0.893752,0.618052,0.472584,0.329063,0.244963,0.184787,0.153301,0.13492,0.119874,0.138039,0.148209,0.205577,0,1,0,0,0,0
1099,'2020/03/24 23:48:11:086',2,1.601116,0.913407,0.619464,0.485199,0.327979,0.238776,0.186187,0.178133,0.132454,0.151609,0.173301,0.187188,0.239193,0,1,0,0,0,0
1100,'2020/03/24 23:48:11:086',2,1.601116,0.913407,0.619464,0.485199,0.327979,0.238776,0.186187,0.178133,0.132454,0.151609,0.173301,0.187188,0.239193,0,1,0,0,0,0
1101,'2020/03/24 23:48:11:098',2,1.608146,0.886269,0.565659,0.444799,0.324388,0.212528,0.161446,0.174243,0.175689,0.172219,0.188854,0.159457,0.187964,0,1,0,0,0,0
1102,'2020/03/24 23:48:11:109',2,1.540006,0.83472,0.554353,0.469839,0.342709,0.260153,0.174897,0.166573,0.143128,0.157222,0.173118,0.144151,0.218813,0,1,0,0,0,0
1103,'2020/03/24 23:48:11:121',2,1.659745,0.957185,0.528764,0.477732,0.280231,0.255909,0.17059,0.193048,0.134726,0.194362,0.170461,0.24715,0.201093,0,1,0,0,0,0
1104,'2020/03/24 23:48:11:133',2,1.591789,0.972028,0.563542,0.425543,0.289678,0.199677,0.11811,0.178887,0.166264,0.154525,0.170769,0.201962,0.205954,0,1,0,0,0,0
1105,'2020/03/24 23:48:11:144',2,1.629895,0.935828,0.553572,0.443843,0.291379,0.203362,0.174562,0.198104,0.152035,0.206348,0.168405,0.14972,0.156635,0,1,0,0,0,0
1106,'2020/03/24 23:48:11:156',2,1.672746,0.90599,0.582303,0.428324,0.282393,0.210037,0.175089,0.174483,0.155451,0.168269,0.159892,0.173541,0.168048,0,1,0,0,0,0
1107,'2020/03/24 23:48:11:156',2,1.672746,0.90599,0.582303,0.428324,0.282393,0.210037,0.175089,0.174483,0.155451,0.168269,0.159892,0.173541,0.168048,0,1,0,0,0,0
1108,'2020/03/24 23:48:11:167',2,1.607873,0.930681,0.593084,0.438502,0.352853,0.23136,0.155157,0.177186,0.153085,0.13908,0.146549,0.187445,0.208145,0,1,0,0,0,0
1109,'2020/03/24 23:48:11:179',2,1.583221,0.8785,0.609459,0.473224,0.315424,0.238162,0.183779,0.150252,0.122493,0.110388,0.127551,0.139468,0.196863,0,1,0,0,0,0
1110,'2020/03/24 23:48:11:191',2,1.607523,0.929643,0.615579,0.461075,0.319844,0.226349,0.171198,0.18002,0.143759,0.158992,0.176034,0.179759,0.231739,0,1,0,0,0,0
1111,'2020/03/24 23:48:11:202',2,1.585979,0.864941,0.554105,0.451497,0.324615,0.212439,0.153666,0.159796,0.167199,0.167685,0.185043,0.148291,0.183474,0,1,0,0,0,0
1112,'2020/03/24 23:48:11:214',2,1.543858,0.848676,0.554333,0.459948,0.328376,0.261927,0.197948,0.19666,0.158422,0.193308,0.212527,0.20093,0.247191,0,1,0,0,0,0
1113,'2020/03/24 23:48:11:225',2,1.654313,0.94861,0.543219,0.496965,0.302397,0.263986,0.151322,0.164675,0.124327,0.170838,0.164347,0.246204,0.211735,0,1,0,0,0,0
1114,'2020/03/24 23:48:11:237',2,1.583258,0.949592,0.546811,0.402159,0.277081,0.194841,0.135644,0.188086,0.16686,0.146758,0.16109,0.183036,0.203326,0,1,0,0,0,0
1115,'2020/03/24 23:48:11:237',2,1.583258,0.949592,0.546811,0.402159,0.277081,0.194841,0.135644,0.188086,0.16686,0.146758,0.16109,0.183036,0.203326,0,1,0,0,0,0
1116,'2020/03/24 23:48:11:249',2,1.638764,0.932579,0.561059,0.441666,0.280988,0.199023,0.171763,0.196743,0.1497,0.210261,0.171853,0.154363,0.145987,0,1,0,0,0,0
1117,'2020/03/24 23:48:11:261',2,1.664647,0.894519,0.575544,0.420996,0.28718,0.200083,0.162114,0.164548,0.150012,0.158656,0.152073,0.168911,0.171725,0,1,0,0,0,0
1118,'2020/03/24 23:48:11:272',2,1.59156,0.929194,0.602282,0.447884,0.355883,0.235487,0.150848,0.162751,0.142071,0.125581,0.147665,0.182487,0.209195,0,1,0,0,0,0
1119,'2020/03/24 23:48:11:283',2,1.577691,0.868524,0.599462,0.472083,0.304297,0.233092,0.188238,0.159041,0.119747,0.111918,0.12879,0.141182,0.188017,0,1,0,0,0,0
1120,'2020/03/24 23:48:11:295',2,1.607993,0.931311,0.607901,0.441434,0.319311,0.222241,0.166261,0.17739,0.15246,0.165768,0.178377,0.172683,0.211645,0,1,0,0,0,0
1121,'2020/03/24 23:48:11:307',2,1.576272,0.850503,0.54826,0.456829,0.327267,0.219439,0.153589,0.153673,0.163959,0.169074,0.184242,0.143026,0.187985,0,1,0,0,0,0
1122,'2020/03/24 23:48:11:307',2,1.576272,0.850503,0.54826,0.456829,0.327267,0.219439,0.153589,0.153673,0.163959,0.169074,0.184242,0.143026,0.187985,0,1,0,0,0,0
1123,'2020/03/24 23:48:11:318',2,1.547492,0.820618,0.507102,0.440608,0.317349,0.275319,0.229223,0.241893,0.183151,0.21541,0.214125,0.208464,0.230756,0,1,0,0,0,0
1124,'2020/03/24 23:48:11:330',2,1.648827,0.939941,0.544005,0.48319,0.301111,0.251684,0.142281,0.164839,0.139015,0.167838,0.167803,0.233466,0.210397,0,1,0,0,0,0
1125,'2020/03/24 23:48:11:342',2,1.573181,0.925097,0.536685,0.400469,0.272253,0.182228,0.138346,0.183914,0.16304,0.155604,0.17083,0.178775,0.198625,0,1,0,0,0,0
1126,'2020/03/24 23:48:11:353',2,1.654852,0.912441,0.571573,0.446102,0.288855,0.219827,0.183067,0.197603,0.152572,0.20456,0.17362,0.169591,0.15566,0,1,0,0,0,0
1127,'2020/03/24 23:48:11:365',2,1.65494,0.891165,0.569035,0.413401,0.29738,0.200888,0.15579,0.159348,0.140254,0.150022,0.147387,0.172837,0.183763,0,1,0,0,0,0
1128,'2020/03/24 23:48:11:377',2,1.582554,0.919847,0.611078,0.456663,0.34649,0.236775,0.157538,0.148515,0.127039,0.108817,0.139649,0.168599,0.214128,0,1,0,0,0,0
1129,'2020/03/24 23:48:11:378',2,1.582554,0.919847,0.611078,0.456663,0.34649,0.236775,0.157538,0.148515,0.127039,0.108817,0.139649,0.168599,0.214128,0,1,0,0,0,0
1130,'2020/03/24 23:48:11:388',2,1.589008,0.87314,0.605141,0.488328,0.319612,0.245203,0.199855,0.172406,0.124971,0.128354,0.144981,0.16099,0.206285,0,1,0,0,0,0
1131,'2020/03/24 23:48:11:400',2,1.612952,0.925778,0.601494,0.441405,0.330289,0.22754,0.175527,0.188129,0.167574,0.165576,0.174696,0.170926,0.211617,0,1,0,0,0,0
1132,'2020/03/24 23:48:11:411',2,1.562028,0.842201,0.547442,0.462191,0.330784,0.226361,0.149087,0.145253,0.154553,0.163408,0.179235,0.13654,0.193845,0,1,0,0,0,0
1133,'2020/03/24 23:48:11:423',2,1.550599,0.84884,0.488966,0.441658,0.306418,0.281534,0.233274,0.256078,0.188182,0.231087,0.227411,0.218049,0.213638,0,1,0,0,0,0
1134,'2020/03/24 23:48:11:434',2,1.629056,0.947287,0.549041,0.465827,0.30034,0.233242,0.127835,0.160803,0.143579,0.164491,0.177292,0.228909,0.210549,0,1,0,0,0,0
1135,'2020/03/24 23:48:11:446',2,1.594692,0.866489,0.499244,0.39049,0.263926,0.188909,0.157127,0.19184,0.170475,0.182645,0.179269,0.17083,0.18607,0,1,0,0,0,0
1136,'2020/03/24 23:48:11:455',2,1.594692,0.866489,0.499244,0.39049,0.263926,0.188909,0.157127,0.19184,0.170475,0.182645,0.179269,0.17083,0.18607,0,1,0,0,0,0
1137,'2020/03/24 23:48:11:458',2,1.663611,0.9136,0.580565,0.440174,0.280712,0.215633,0.177522,0.189439,0.155073,0.199135,0.177085,0.175899,0.157807,0,1,0,0,0,0
1138,'2020/03/24 23:48:11:469',2,1.657801,0.897311,0.574135,0.419061,0.318419,0.215745,0.165993,0.177017,0.154243,0.160126,0.156209,0.186236,0.199955,0,1,0,0,0,0
1139,'2020/03/24 23:48:11:481',2,1.583997,0.914494,0.62264,0.467823,0.337526,0.239366,0.169389,0.145796,0.129233,0.110403,0.133594,0.151611,0.21086,0,1,0,0,0,0
1140,'2020/03/24 23:48:11:493',2,1.606575,0.877931,0.600805,0.482704,0.323132,0.24884,0.204435,0.185561,0.139323,0.152984,0.168882,0.180644,0.222616,0,1,0,0,0,0
1141,'2020/03/24 23:48:11:504',2,1.612777,0.918237,0.593235,0.448836,0.333526,0.219977,0.167703,0.184299,0.177438,0.174593,0.188708,0.170032,0.197949,0,1,0,0,0,0
1142,'2020/03/24 23:48:11:516',2,1.544382,0.836459,0.552504,0.470931,0.339847,0.239721,0.148165,0.139556,0.139898,0.155942,0.176647,0.137165,0.205582,0,1,0,0,0,0
1143,'2020/03/24 23:48:11:516',2,1.544382,0.836459,0.552504,0.470931,0.339847,0.239721,0.148165,0.139556,0.139898,0.155942,0.176647,0.137165,0.205582,0,1,0,0,0,0
1144,'2020/03/24 23:48:11:527',2,1.567482,0.956603,0.549902,0.501434,0.304439,0.260729,0.191373,0.206903,0.139419,0.211288,0.207132,0.246561,0.214637,0,1,0,0,0,0
1145,'2020/03/24 23:48:11:539',2,1.611076,0.961084,0.558411,0.448602,0.29986,0.217393,0.1194,0.16776,0.154872,0.161051,0.179521,0.220169,0.20992,0,1,0,0,0,0
1146,'2020/03/24 23:48:11:550',2,1.617563,0.903685,0.528923,0.421126,0.281396,0.198632,0.16393,0.192043,0.165755,0.203338,0.178855,0.16061,0.175755,0,1,0,0,0,0
1147,'2020/03/24 23:48:11:562',2,1.668399,0.908606,0.581508,0.432294,0.27665,0.213367,0.177899,0.181464,0.154798,0.181894,0.167818,0.175,0.16094,0,1,0,0,0,0
1148,'2020/03/24 23:48:11:574',2,1.632608,0.931168,0.592198,0.433329,0.340595,0.220951,0.157116,0.180721,0.157887,0.154671,0.152275,0.188936,0.203553,0,1,0,0,0,0
1149,'2020/03/24 23:48:11:585',2,1.596371,0.899238,0.621164,0.471501,0.32608,0.242008,0.183634,0.154743,0.137331,0.120569,0.136858,0.146062,0.204931,0,1,0,0,0,0
1150,'2020/03/24 23:48:11:597',2,1.598456,0.912113,0.620344,0.487785,0.329434,0.239661,0.186241,0.17687,0.131311,0.150729,0.172267,0.185777,0.237219,0,1,0,0,0,0
1151,'2020/03/24 23:48:11:597',2,1.598456,0.912113,0.620344,0.487785,0.329434,0.239661,0.186241,0.17687,0.131311,0.150729,0.172267,0.185777,0.237219,0,1,0,0,0,0
1152,'2020/03/24 23:48:11:608',2,1.607806,0.890723,0.568195,0.445927,0.32594,0.212173,0.159733,0.172981,0.174617,0.173058,0.191546,0.161734,0.187485,0,1,0,0,0,0
1153,'2020/03/24 23:48:11:620',2,1.539855,0.830378,0.551855,0.469952,0.344474,0.263432,0.177972,0.167088,0.141745,0.155037,0.170446,0.13893,0.214505,0,1,0,0,0,0
1154,'2020/03/24 23:48:11:632',2,1.658466,0.945607,0.526094,0.475064,0.278395,0.256,0.171699,0.194685,0.138189,0.197326,0.17022,0.243983,0.199545,0,1,0,0,0,0
1155,'2020/03/24 23:48:11:644',2,1.59322,0.971119,0.563031,0.426843,0.290553,0.201064,0.118399,0.178495,0.165685,0.154734,0.171026,0.20292,0.206067,0,1,0,0,0,0
1156,'2020/03/24 23:48:11:655',2,1.629744,0.92915,0.549595,0.442665,0.292855,0.205362,0.174611,0.198658,0.153465,0.203394,0.165157,0.149206,0.158051,0,1,0,0,0,0
1157,'2020/03/24 23:48:11:667',2,1.673184,0.906608,0.582631,0.428944,0.28202,0.210222,0.175442,0.175281,0.156237,0.169725,0.160741,0.173433,0.166696,0,1,0,0,0,0
1158,'2020/03/24 23:48:11:667',2,1.673184,0.906608,0.582631,0.428944,0.28202,0.210222,0.175442,0.175281,0.156237,0.169725,0.160741,0.173433,0.166696,0,1,0,0,0,0
1159,'2020/03/24 23:48:11:678',2,1.610803,0.933277,0.59129,0.435367,0.350848,0.229533,0.154486,0.178693,0.154964,0.140134,0.145769,0.187551,0.208425,0,1,0,0,0,0
1160,'2020/03/24 23:48:11:690',2,1.582846,0.880125,0.610725,0.473843,0.316832,0.23876,0.18347,0.150466,0.123653,0.110495,0.126825,0.138077,0.196021,0,1,0,0,0,0
1161,'2020/03/24 23:48:11:701',2,1.605953,0.934103,0.618259,0.462613,0.319265,0.227222,0.173947,0.181447,0.141211,0.155935,0.173997,0.179537,0.234062,0,1,0,0,0,0
1162,'2020/03/24 23:48:11:713',2,1.587399,0.866759,0.554739,0.451237,0.325054,0.212822,0.154348,0.160728,0.167689,0.167623,0.185072,0.148806,0.183451,0,1,0,0,0,0
1163,'2020/03/24 23:48:11:725',2,1.538938,0.858081,0.559454,0.463835,0.333624,0.266534,0.19724,0.191315,0.151813,0.187397,0.20416,0.18929,0.245478,0,1,0,0,0,0
1164,'2020/03/24 23:48:11:736',2,1.654413,0.940355,0.541118,0.496796,0.304183,0.268494,0.155791,0.168401,0.12659,0.17211,0.16024,0.240044,0.208904,0,1,0,0,0,0
1165,'2020/03/24 23:48:11:736',2,1.654413,0.940355,0.541118,0.496796,0.304183,0.268494,0.155791,0.168401,0.12659,0.17211,0.16024,0.240044,0.208904,0,1,0,0,0,0
1166,'2020/03/24 23:48:11:748',2,1.582094,0.953647,0.550255,0.406938,0.281438,0.195222,0.131734,0.185358,0.165738,0.147469,0.16432,0.186657,0.202916,0,1,0,0,0,0
1167,'2020/03/24 23:48:11:760',2,1.638193,0.932468,0.559332,0.440799,0.281133,0.199327,0.172095,0.196333,0.148735,0.209264,0.170935,0.154034,0.147069,0,1,0,0,0,0
1168,'2020/03/24 23:48:11:771',2,1.6665,0.895356,0.574382,0.420126,0.287903,0.203176,0.163982,0.164136,0.149616,0.160194,0.153199,0.167493,0.171073,0,1,0,0,0,0
1169,'2020/03/24 23:48:11:783',2,1.593241,0.928771,0.601654,0.447859,0.356861,0.236068,0.151201,0.163923,0.143564,0.126976,0.147173,0.183365,0.211389,0,1,0,0,0,0
1170,'2020/03/24 23:48:11:795',2,1.57803,0.863917,0.596164,0.470502,0.305766,0.235106,0.187637,0.156638,0.118828,0.111264,0.127145,0.138058,0.186576,0,1,0,0,0,0
1171,'2020/03/24 23:48:11:806',2,1.606529,0.936991,0.612697,0.443167,0.315507,0.217337,0.165598,0.182899,0.157039,0.163032,0.169083,0.169113,0.221674,0,1,0,0,0,0
1172,'2020/03/24 23:48:11:806',2,1.606529,0.936991,0.612697,0.443167,0.315507,0.217337,0.165598,0.182899,0.157039,0.163032,0.169083,0.169113,0.221674,0,1,0,0,0,0
1173,'2020/03/24 23:48:11:817',2,1.576874,0.850597,0.547893,0.455621,0.326298,0.218635,0.153559,0.154088,0.164431,0.169367,0.184462,0.143054,0.186798,0,1,0,0,0,0
1174,'2020/03/24 23:48:11:829',2,1.550042,0.835383,0.509381,0.436371,0.311994,0.271092,0.22659,0.238671,0.182503,0.221441,0.221509,0.206323,0.232,0,1,0,0,0,0
1175,'2020/03/24 23:48:11:841',2,1.647141,0.938077,0.545615,0.486306,0.302668,0.25496,0.143859,0.163844,0.137046,0.167101,0.166959,0.233192,0.210783,0,1,0,0,0,0
1176,'2020/03/24 23:48:11:852',2,1.575983,0.921506,0.534843,0.402028,0.278078,0.188092,0.137977,0.180466,0.16254,0.156489,0.17108,0.181292,0.203459,0,1,0,0,0,0
1177,'2020/03/24 23:48:11:864',2,1.654367,0.91053,0.570553,0.448028,0.291733,0.220206,0.181437,0.197015,0.153219,0.206019,0.175074,0.170948,0.156685,0,1,0,0,0,0
1178,'2020/03/24 23:48:11:875',2,1.655602,0.889473,0.569413,0.415034,0.297562,0.200618,0.154281,0.15792,0.143048,0.15596,0.149895,0.16687,0.174935,0,1,0,0,0,0
1179,'2020/03/24 23:48:11:887',2,1.5836,0.919459,0.60968,0.455859,0.3477,0.237671,0.158022,0.149881,0.127369,0.108336,0.139028,0.169561,0.21511,0,1,0,0,0,0
1180,'2020/03/24 23:48:11:887',2,1.5836,0.919459,0.60968,0.455859,0.3477,0.237671,0.158022,0.149881,0.127369,0.108336,0.139028,0.169561,0.21511,0,1,0,0,0,0
1181,'2020/03/24 23:48:11:899',2,1.589798,0.871327,0.604848,0.488961,0.321042,0.246148,0.198812,0.170643,0.12461,0.128385,0.145916,0.161277,0.206975,0,1,0,0,0,0
1182,'2020/03/24 23:48:11:911',2,1.612021,0.934331,0.605378,0.439879,0.327227,0.22502,0.174124,0.188157,0.166149,0.165858,0.177031,0.172022,0.209958,0,1,0,0,0,0
1183,'2020/03/24 23:48:11:922',2,1.563997,0.842975,0.547987,0.46249,0.331283,0.226752,0.150353,0.146475,0.155932,0.164502,0.180392,0.137823,0.194146,0,1,0,0,0,0
1184,'2020/03/24 23:48:11:933',2,1.542552,0.873022,0.500586,0.44749,0.305243,0.274014,0.227948,0.255046,0.188576,0.231704,0.22575,0.216102,0.217778,0,1,0,0,0,0
1185,'2020/03/24 23:48:11:945',2,1.632233,0.94483,0.547314,0.464866,0.297472,0.232322,0.129153,0.16302,0.144648,0.164617,0.175678,0.229009,0.211253,0,1,0,0,0,0
1186,'2020/03/24 23:48:11:957',2,1.594237,0.868192,0.499775,0.388817,0.265522,0.193795,0.16015,0.19062,0.167776,0.178614,0.178279,0.174452,0.189721,0,1,0,0,0,0
1187,'2020/03/24 23:48:11:957',2,1.594237,0.868192,0.499775,0.388817,0.265522,0.193795,0.16015,0.19062,0.167776,0.178614,0.178279,0.174452,0.189721,0,1,0,0,0,0
1188,'2020/03/24 23:48:11:968',2,1.664085,0.912354,0.579556,0.440475,0.280972,0.215495,0.177731,0.190815,0.156066,0.20043,0.17733,0.175199,0.15658,0,1,0,0,0,0
1189,'2020/03/24 23:48:11:980',2,1.657915,0.896379,0.573492,0.419292,0.319257,0.217418,0.166044,0.17439,0.153266,0.16193,0.156883,0.18261,0.195673,0,1,0,0,0,0
1190,'2020/03/24 23:48:11:992',2,1.581727,0.916952,0.623564,0.467356,0.337494,0.238806,0.169412,0.147056,0.128351,0.107078,0.130974,0.15214,0.212253,0,1,0,0,0,0
1191,'2020/03/24 23:48:12:003',2,1.606105,0.876981,0.600876,0.483725,0.323293,0.248005,0.2037,0.185366,0.139158,0.150892,0.166451,0.180929,0.224454,0,1,0,0,0,0
1192,'2020/03/24 23:48:12:015',2,1.613351,0.920865,0.593656,0.447829,0.3331,0.219424,0.167241,0.184426,0.176859,0.174695,0.188779,0.169959,0.197887,0,1,0,0,0,0
1193,'2020/03/24 23:48:12:027',2,1.549918,0.836619,0.549805,0.466888,0.336457,0.238852,0.151806,0.145113,0.144713,0.157083,0.175901,0.135468,0.20254,0,1,0,0,0,0
1194,'2020/03/24 23:48:12:028',2,1.549918,0.836619,0.549805,0.466888,0.336457,0.238852,0.151806,0.145113,0.144713,0.157083,0.175901,0.135468,0.20254,0,1,0,0,0,0
1195,'2020/03/24 23:48:12:038',2,1.562416,0.957122,0.54464,0.499893,0.312968,0.268642,0.19638,0.207271,0.133546,0.203918,0.209225,0.253816,0.226127,0,1,0,0,0,0
1196,'2020/03/24 23:48:12:050',2,1.612925,0.960092,0.557608,0.449444,0.29913,0.218021,0.120583,0.168924,0.155445,0.161458,0.178734,0.219256,0.209042,0,1,0,0,0,0
1197,'2020/03/24 23:48:12:062',2,1.619669,0.89761,0.523208,0.415796,0.277983,0.19801,0.168467,0.202318,0.171637,0.192906,0.167183,0.164457,0.189997,0,1,0,0,0,0
1198,'2020/03/24 23:48:12:073',2,1.667791,0.908577,0.581374,0.432806,0.276888,0.213704,0.177951,0.181969,0.154689,0.182988,0.168405,0.174932,0.160557,0,1,0,0,0,0
1199,'2020/03/24 23:48:12:085',2,1.635844,0.93059,0.589184,0.429544,0.338385,0.221131,0.157836,0.179918,0.157357,0.155084,0.151839,0.188692,0.20395,0,1,0,0,0,0
1200,'2020/03/24 23:48:12:096',2,1.594713,0.903463,0.622558,0.471985,0.327222,0.24061,0.180646,0.153532,0.13781,0.120172,0.136391,0.146389,0.20481,0,1,0,0,0,0
1201,'2020/03/24 23:48:12:096',2,1.594713,0.903463,0.622558,0.471985,0.327222,0.24061,0.180646,0.153532,0.13781,0.120172,0.136391,0.146389,0.20481,0,1,0,0,0,0
1202,'2020/03/24 23:48:12:108',2,1.595554,0.910797,0.621252,0.490335,0.330854,0.241042,0.187214,0.176243,0.129455,0.148421,0.169953,0.183926,0.235579,0,1,0,0,0,0
1203,'2020/03/24 23:48:12:119',2,1.60705,0.8957,0.571699,0.447382,0.32694,0.211453,0.158559,0.172837,0.174472,0.173258,0.192291,0.163431,0.188703,0,1,0,0,0,0
1204,'2020/03/24 23:48:12:131',2,1.541594,0.831855,0.550501,0.466835,0.341771,0.260053,0.174626,0.166174,0.145927,0.159358,0.172775,0.138738,0.212034,0,1,0,0,0,0
1205,'2020/03/24 23:48:12:142',2,1.656404,0.933113,0.523585,0.472961,0.278238,0.256088,0.173451,0.197063,0.138989,0.199169,0.173785,0.241353,0.194628,0,1,0,0,0,0
1206,'2020/03/24 23:48:12:154',2,1.59474,0.969871,0.562314,0.427961,0.291231,0.20277,0.119104,0.17809,0.164924,0.154828,0.170981,0.203477,0.206531,0,1,0,0,0,0
1207,'2020/03/24 23:48:12:166',2,1.629194,0.92898,0.547597,0.438402,0.290667,0.206706,0.176063,0.197567,0.151863,0.202506,0.166857,0.149397,0.15557,0,1,0,0,0,0
1208,'2020/03/24 23:48:12:167',2,1.629194,0.92898,0.547597,0.438402,0.290667,0.206706,0.176063,0.197567,0.151863,0.202506,0.166857,0.149397,0.15557,0,1,0,0,0,0
1209,'2020/03/24 23:48:12:178',2,1.673127,0.908264,0.583737,0.429395,0.280804,0.209832,0.175831,0.176455,0.157184,0.170545,0.160565,0.173199,0.166957,0,1,0,0,0,0
1210,'2020/03/24 23:48:12:189',2,1.6131,0.935908,0.590307,0.432965,0.349514,0.228339,0.153743,0.179438,0.156366,0.141178,0.14551,0.18809,0.208554,0,1,0,0,0,0
1211,'2020/03/24 23:48:12:201',2,1.581283,0.88398,0.614098,0.475061,0.317458,0.238775,0.183793,0.150884,0.124318,0.110964,0.127139,0.136625,0.193689,0,1,0,0,0,0
1212,'2020/03/24 23:48:12:212',2,1.604345,0.936667,0.620681,0.465427,0.320239,0.227617,0.174429,0.181644,0.140095,0.154335,0.172916,0.180058,0.235569,0,1,0,0,0,0
1213,'2020/03/24 23:48:12:224',2,1.588366,0.869023,0.556387,0.451748,0.32544,0.212552,0.154557,0.16168,0.168375,0.168082,0.185629,0.149549,0.183332,0,1,0,0,0,0
1214,'2020/03/24 23:48:12:235',2,1.533482,0.867109,0.567035,0.469441,0.333271,0.262511,0.196479,0.193808,0.15122,0.178418,0.193107,0.181441,0.244321,0,1,0,0,0,0
1215,'2020/03/24 23:48:12:247',2,1.654115,0.931871,0.539455,0.496065,0.304287,0.271374,0.16324,0.17647,0.128434,0.169279,0.154961,0.235549,0.203907,0,1,0,0,0,0
1216,'2020/03/24 23:48:12:247',2,1.654115,0.931871,0.539455,0.496065,0.304287,0.271374,0.16324,0.17647,0.128434,0.169279,0.154961,0.235549,0.203907,0,1,0,0,0,0
1217,'2020/03/24 23:48:12:259',2,1.579716,0.961603,0.556911,0.41118,0.282533,0.19275,0.126927,0.184385,0.167599,0.148823,0.164748,0.188126,0.205398,0,1,0,0,0,0
1218,'2020/03/24 23:48:12:270',2,1.636913,0.933338,0.558966,0.441401,0.281875,0.199021,0.171818,0.19551,0.147532,0.209274,0.171602,0.153715,0.146549,0,1,0,0,0,0
1219,'2020/03/24 23:48:12:282',2,1.667215,0.898448,0.575381,0.419439,0.285585,0.203133,0.167038,0.167593,0.149416,0.156905,0.151915,0.17039,0.1729,0,1,0,0,0,0
1220,'2020/03/24 23:48:12:294',2,1.595762,0.926974,0.60032,0.446849,0.35592,0.236729,0.154942,0.167576,0.143439,0.125743,0.146551,0.183802,0.211875,0,1,0,0,0,0
1221,'2020/03/24 23:48:12:305',2,1.5777,0.862444,0.595451,0.4704,0.30689,0.23505,0.186438,0.155468,0.118975,0.110268,0.125195,0.136173,0.185457,0,1,0,0,0,0
1222,'2020/03/24 23:48:12:317',2,1.605565,0.944656,0.615819,0.442456,0.313044,0.217079,0.168684,0.185818,0.152218,0.156312,0.169881,0.174931,0.225,0,1,0,0,0,0
1223,'2020/03/24 23:48:12:317',2,1.605565,0.944656,0.615819,0.442456,0.313044,0.217079,0.168684,0.185818,0.152218,0.156312,0.169881,0.174931,0.225,0,1,0,0,0,0
1224,'2020/03/24 23:48:12:329',2,1.577638,0.850394,0.547568,0.454811,0.325551,0.217693,0.153684,0.154855,0.164939,0.169287,0.184512,0.143529,0.186156,0,1,0,0,0,0
1225,'2020/03/24 23:48:12:340',2,1.548541,0.856468,0.516582,0.435152,0.307225,0.264116,0.224133,0.238947,0.180117,0.221539,0.225632,0.211901,0.233692,0,1,0,0,0,0
1226,'2020/03/24 23:48:12:352',2,1.64976,0.935704,0.543099,0.48538,0.301207,0.255841,0.148777,0.166778,0.133593,0.16478,0.165539,0.233381,0.211339,0,1,0,0,0,0
1227,'2020/03/24 23:48:12:363',2,1.578776,0.921514,0.535237,0.400807,0.275737,0.189639,0.143082,0.18284,0.160271,0.154663,0.172214,0.182177,0.20362,0,1,0,0,0,0
1228,'2020/03/24 23:48:12:375',2,1.652835,0.910348,0.571682,0.449986,0.292377,0.21959,0.180475,0.19566,0.153134,0.209483,0.179193,0.171521,0.15229,0,1,0,0,0,0
1229,'2020/03/24 23:48:12:386',2,1.655535,0.891275,0.57155,0.41521,0.294338,0.197547,0.154504,0.161662,0.147864,0.155741,0.144418,0.162629,0.175385,0,1,0,0,0,0
1230,'2020/03/24 23:48:12:387',2,1.655535,0.891275,0.57155,0.41521,0.294338,0.197547,0.154504,0.161662,0.147864,0.155741,0.144418,0.162629,0.175385,0,1,0,0,0,0
1231,'2020/03/24 23:48:12:398',2,1.584941,0.917986,0.607936,0.454646,0.348052,0.238598,0.15952,0.151939,0.127788,0.108322,0.138135,0.168613,0.214877,0,1,0,0,0,0
1232,'2020/03/24 23:48:12:410',2,1.589766,0.872162,0.606649,0.488862,0.319986,0.245898,0.199178,0.170142,0.12324,0.126049,0.146377,0.165059,0.210272,0,1,0,0,0,0
1233,'2020/03/24 23:48:12:421',2,1.6107,0.940816,0.608819,0.440495,0.326038,0.221792,0.170106,0.186643,0.166431,0.167671,0.178122,0.172418,0.210997,0,1,0,0,0,0
1234,'2020/03/24 23:48:12:433',2,1.566186,0.843604,0.548278,0.462453,0.331744,0.227409,0.151945,0.147974,0.157235,0.16533,0.181401,0.139404,0.194779,0,1,0,0,0,0
1235,'2020/03/24 23:48:12:445',2,1.535196,0.905521,0.512659,0.449872,0.304364,0.267719,0.225401,0.253594,0.18217,0.229825,0.230375,0.218798,0.21711,0,1,0,0,0,0
