@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
87,'2020/03/22 20:51:26:976',1,0.570744,-0.403276,0.13533,0.02802,0.452165,0.269957,0.21184,0.152669,0.254564,0.325752,0.300415,0.180521,0.276041,1,0,0,0,0,0
88,'2020/03/22 20:51:26:985',1,0.591604,-0.356308,0.193904,0.005389,0.458101,0.326414,0.229629,0.192809,0.281016,0.342621,0.331319,0.194827,0.304748,1,0,0,0,0,0
89,'2020/03/22 20:51:26:986',1,0.591604,-0.356308,0.193904,0.005389,0.458101,0.326414,0.229629,0.192809,0.281016,0.342621,0.331319,0.194827,0.304748,1,0,0,0,0,0
90,'2020/03/22 20:51:26:986',1,0.591604,-0.356308,0.193904,0.005389,0.458101,0.326414,0.229629,0.192809,0.281016,0.342621,0.331319,0.194827,0.304748,1,0,0,0,0,0
91,'2020/03/22 20:51:26:997',1,0.530291,-0.410708,0.13299,0.028128,0.501861,0.306626,0.200985,0.128659,0.225275,0.307577,0.29955,0.131274,0.249605,1,0,0,0,0,0
92,'2020/03/22 20:51:26:998',1,0.530291,-0.410708,0.13299,0.028128,0.501861,0.306626,0.200985,0.128659,0.225275,0.307577,0.29955,0.131274,0.249605,1,0,0,0,0,0
93,'2020/03/22 20:51:26:998',1,0.530291,-0.410708,0.13299,0.028128,0.501861,0.306626,0.200985,0.128659,0.225275,0.307577,0.29955,0.131274,0.249605,1,0,0,0,0,0
94,'2020/03/22 20:51:26:998',1,0.530291,-0.410708,0.13299,0.028128,0.501861,0.306626,0.200985,0.128659,0.225275,0.307577,0.29955,0.131274,0.249605,1,0,0,0,0,0
95,'2020/03/22 20:51:26:998',1,0.530291,-0.410708,0.13299,0.028128,0.501861,0.306626,0.200985,0.128659,0.225275,0.307577,0.29955,0.131274,0.249605,1,0,0,0,0,0
96,'2020/03/22 20:51:27:010',1,0.56891,-0.37118,0.080131,0.003101,0.403676,0.241097,0.167189,0.106338,0.184915,0.24926,0.260642,0.155179,0.27544,1,0,0,0,0,0
