@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
3461,'2020/03/23 13:25:32:110',4,0.028242,0.375802,0.645012,-0.107262,0.643807,0.085868,0.295553,0.35923,0.227368,0.343744,0.330733,0.063835,0.416089,0,0,0,0,0,0,0,0,0,1,0,0,0
3462,'2020/03/23 13:25:32:121',4,-0.095353,0.541388,0.469492,-0.016742,0.60561,0.043179,0.42273,0.262429,0.395114,0.294808,0.461645,-0.025105,0.52777,0,0,0,0,0,0,0,0,0,1,0,0,0
3463,'2020/03/23 13:25:32:121',4,-0.095353,0.541388,0.469492,-0.016742,0.60561,0.043179,0.42273,0.262429,0.395114,0.294808,0.461645,-0.025105,0.52777,0,0,0,0,0,0,0,0,0,1,0,0,0
3464,'2020/03/23 13:25:32:121',4,-0.095353,0.541388,0.469492,-0.016742,0.60561,0.043179,0.42273,0.262429,0.395114,0.294808,0.461645,-0.025105,0.52777,0,0,0,0,0,0,0,0,0,1,0,0,0
3465,'2020/03/23 13:25:32:121',4,-0.095353,0.541388,0.469492,-0.016742,0.60561,0.043179,0.42273,0.262429,0.395114,0.294808,0.461645,-0.025105,0.52777,0,0,0,0,0,0,0,0,0,1,0,0,0
3466,'2020/03/23 13:25:32:132',4,0.014633,0.52336,0.349479,0.197127,0.46245,0.069647,0.683084,0.040092,0.628948,0.158988,0.426954,0.090053,0.301248,0,0,0,0,0,0,0,0,0,1,0,0,0
3467,'2020/03/23 13:25:32:132',4,0.014633,0.52336,0.349479,0.197127,0.46245,0.069647,0.683084,0.040092,0.628948,0.158988,0.426954,0.090053,0.301248,0,0,0,0,0,0,0,0,0,1,0,0,0
3468,'2020/03/23 13:25:32:133',4,0.014633,0.52336,0.349479,0.197127,0.46245,0.069647,0.683084,0.040092,0.628948,0.158988,0.426954,0.090053,0.301248,0,0,0,0,0,0,0,0,0,1,0,0,0
3469,'2020/03/23 13:25:32:133',4,0.014633,0.52336,0.349479,0.197127,0.46245,0.069647,0.683084,0.040092,0.628948,0.158988,0.426954,0.090053,0.301248,0,0,0,0,0,0,0,0,0,1,0,0,0
3470,'2020/03/23 13:25:32:144',4,-0.076235,0.403803,0.535101,0.124646,0.61498,0.005102,0.583032,0.09044,0.471191,0.181263,0.292326,0.237502,0.230961,0,0,0,0,0,0,0,0,0,1,0,0,0
3471,'2020/03/23 13:25:32:144',4,-0.076235,0.403803,0.535101,0.124646,0.61498,0.005102,0.583032,0.09044,0.471191,0.181263,0.292326,0.237502,0.230961,0,0,0,0,0,0,0,0,0,1,0,0,0
3472,'2020/03/23 13:25:32:144',4,-0.076235,0.403803,0.535101,0.124646,0.61498,0.005102,0.583032,0.09044,0.471191,0.181263,0.292326,0.237502,0.230961,0,0,0,0,0,0,0,0,0,1,0,0,0
3473,'2020/03/23 13:25:32:144',4,-0.076235,0.403803,0.535101,0.124646,0.61498,0.005102,0.583032,0.09044,0.471191,0.181263,0.292326,0.237502,0.230961,0,0,0,0,0,0,0,0,0,1,0,0,0
3474,'2020/03/23 13:25:32:144',4,-0.076235,0.403803,0.535101,0.124646,0.61498,0.005102,0.583032,0.09044,0.471191,0.181263,0.292326,0.237502,0.230961,0,0,0,0,0,0,0,0,0,1,0,0,0
3475,'2020/03/23 13:25:32:156',4,-0.214189,0.505901,0.432215,0.197594,0.56591,0.011922,0.5572,0.035591,0.476575,0.120096,0.343676,0.183513,0.276217,0,0,0,0,0,0,0,0,0,1,0,0,0
3476,'2020/03/23 13:25:32:156',4,-0.214189,0.505901,0.432215,0.197594,0.56591,0.011922,0.5572,0.035591,0.476575,0.120096,0.343676,0.183513,0.276217,0,0,0,0,0,0,0,0,0,1,0,0,0
3477,'2020/03/23 13:25:32:156',4,-0.214189,0.505901,0.432215,0.197594,0.56591,0.011922,0.5572,0.035591,0.476575,0.120096,0.343676,0.183513,0.276217,0,0,0,0,0,0,0,0,0,1,0,0,0
3478,'2020/03/23 13:25:32:156',4,-0.214189,0.505901,0.432215,0.197594,0.56591,0.011922,0.5572,0.035591,0.476575,0.120096,0.343676,0.183513,0.276217,0,0,0,0,0,0,0,0,0,1,0,0,0
3479,'2020/03/23 13:25:32:167',4,-0.233813,0.463306,0.497514,0.144919,0.366667,0.369442,0.381854,0.16289,0.569076,0.050506,0.373231,0.250199,0.222775,0,0,0,0,0,0,0,0,0,1,0,0,0
3480,'2020/03/23 13:25:32:168',4,-0.233813,0.463306,0.497514,0.144919,0.366667,0.369442,0.381854,0.16289,0.569076,0.050506,0.373231,0.250199,0.222775,0,0,0,0,0,0,0,0,0,1,0,0,0
3481,'2020/03/23 13:25:32:168',4,-0.233813,0.463306,0.497514,0.144919,0.366667,0.369442,0.381854,0.16289,0.569076,0.050506,0.373231,0.250199,0.222775,0,0,0,0,0,0,0,0,0,1,0,0,0
3482,'2020/03/23 13:25:32:168',4,-0.233813,0.463306,0.497514,0.144919,0.366667,0.369442,0.381854,0.16289,0.569076,0.050506,0.373231,0.250199,0.222775,0,0,0,0,0,0,0,0,0,1,0,0,0
3483,'2020/03/23 13:25:32:168',4,-0.233813,0.463306,0.497514,0.144919,0.366667,0.369442,0.381854,0.16289,0.569076,0.050506,0.373231,0.250199,0.222775,0,0,0,0,0,0,0,0,0,1,0,0,0
3484,'2020/03/23 13:25:32:178',4,-0.166199,0.359649,0.473741,0.067091,0.487406,0.200837,0.390905,0.12831,0.421084,0.228899,0.215521,0.410498,0.104981,0,0,0,0,0,0,0,0,0,1,0,0,0
3485,'2020/03/23 13:25:32:179',4,-0.166199,0.359649,0.473741,0.067091,0.487406,0.200837,0.390905,0.12831,0.421084,0.228899,0.215521,0.410498,0.104981,0,0,0,0,0,0,0,0,0,1,0,0,0
3486,'2020/03/23 13:25:32:179',4,-0.166199,0.359649,0.473741,0.067091,0.487406,0.200837,0.390905,0.12831,0.421084,0.228899,0.215521,0.410498,0.104981,0,0,0,0,0,0,0,0,0,1,0,0,0
3487,'2020/03/23 13:25:32:179',4,-0.166199,0.359649,0.473741,0.067091,0.487406,0.200837,0.390905,0.12831,0.421084,0.228899,0.215521,0.410498,0.104981,0,0,0,0,0,0,0,0,0,1,0,0,0
3488,'2020/03/23 13:25:32:179',4,-0.166199,0.359649,0.473741,0.067091,0.487406,0.200837,0.390905,0.12831,0.421084,0.228899,0.215521,0.410498,0.104981,0,0,0,0,0,0,0,0,0,1,0,0,0
3489,'2020/03/23 13:25:32:194',4,-0.207592,0.164294,0.604749,-0.022164,0.413167,0.27562,0.292104,0.103389,0.419714,0.102171,0.235706,0.415981,0.051283,0,0,0,0,0,0,0,0,0,1,0,0,0
3490,'2020/03/23 13:25:32:194',4,-0.207592,0.164294,0.604749,-0.022164,0.413167,0.27562,0.292104,0.103389,0.419714,0.102171,0.235706,0.415981,0.051283,0,0,0,0,0,0,0,0,0,1,0,0,0
3491,'2020/03/23 13:25:32:194',4,-0.207592,0.164294,0.604749,-0.022164,0.413167,0.27562,0.292104,0.103389,0.419714,0.102171,0.235706,0.415981,0.051283,0,0,0,0,0,0,0,0,0,1,0,0,0
3492,'2020/03/23 13:25:32:194',4,-0.207592,0.164294,0.604749,-0.022164,0.413167,0.27562,0.292104,0.103389,0.419714,0.102171,0.235706,0.415981,0.051283,0,0,0,0,0,0,0,0,0,1,0,0,0
3493,'2020/03/23 13:25:32:194',4,-0.207592,0.164294,0.604749,-0.022164,0.413167,0.27562,0.292104,0.103389,0.419714,0.102171,0.235706,0.415981,0.051283,0,0,0,0,0,0,0,0,0,1,0,0,0
3494,'2020/03/23 13:25:32:194',4,-0.207592,0.164294,0.604749,-0.022164,0.413167,0.27562,0.292104,0.103389,0.419714,0.102171,0.235706,0.415981,0.051283,0,0,0,0,0,0,0,0,0,1,0,0,0
3495,'2020/03/23 13:25:32:202',4,0.069298,0.137611,0.886325,-0.153203,0.419557,0.414462,0.175902,0.33275,0.477388,0.151939,0.460018,0.295689,0.050642,0,0,0,0,0,0,0,0,0,1,0,0,0
3496,'2020/03/23 13:25:32:202',4,0.069298,0.137611,0.886325,-0.153203,0.419557,0.414462,0.175902,0.33275,0.477388,0.151939,0.460018,0.295689,0.050642,0,0,0,0,0,0,0,0,0,1,0,0,0
3497,'2020/03/23 13:25:32:202',4,0.069298,0.137611,0.886325,-0.153203,0.419557,0.414462,0.175902,0.33275,0.477388,0.151939,0.460018,0.295689,0.050642,0,0,0,0,0,0,0,0,0,1,0,0,0
3498,'2020/03/23 13:25:32:213',4,0.008868,0.33595,0.601997,-0.001013,0.524698,0.2805,0.354768,0.259797,0.439424,0.158732,0.52124,0.083342,0.165352,0,0,0,0,0,0,0,0,0,1,0,0,0
3499,'2020/03/23 13:25:32:213',4,0.008868,0.33595,0.601997,-0.001013,0.524698,0.2805,0.354768,0.259797,0.439424,0.158732,0.52124,0.083342,0.165352,0,0,0,0,0,0,0,0,0,1,0,0,0
3500,'2020/03/23 13:25:32:214',4,0.008868,0.33595,0.601997,-0.001013,0.524698,0.2805,0.354768,0.259797,0.439424,0.158732,0.52124,0.083342,0.165352,0,0,0,0,0,0,0,0,0,1,0,0,0
3501,'2020/03/23 13:25:32:214',4,0.008868,0.33595,0.601997,-0.001013,0.524698,0.2805,0.354768,0.259797,0.439424,0.158732,0.52124,0.083342,0.165352,0,0,0,0,0,0,0,0,0,1,0,0,0
3502,'2020/03/23 13:25:32:214',4,0.008868,0.33595,0.601997,-0.001013,0.524698,0.2805,0.354768,0.259797,0.439424,0.158732,0.52124,0.083342,0.165352,0,0,0,0,0,0,0,0,0,1,0,0,0
3503,'2020/03/23 13:25:32:225',4,0.041449,0.361613,0.670185,-0.112865,0.655336,0.076506,0.343248,0.361213,0.265344,0.352973,0.33088,0.096133,0.356529,0,0,0,0,0,0,0,0,0,1,0,0,0
3504,'2020/03/23 13:25:32:225',4,0.041449,0.361613,0.670185,-0.112865,0.655336,0.076506,0.343248,0.361213,0.265344,0.352973,0.33088,0.096133,0.356529,0,0,0,0,0,0,0,0,0,1,0,0,0
3505,'2020/03/23 13:25:32:225',4,0.041449,0.361613,0.670185,-0.112865,0.655336,0.076506,0.343248,0.361213,0.265344,0.352973,0.33088,0.096133,0.356529,0,0,0,0,0,0,0,0,0,1,0,0,0
3506,'2020/03/23 13:25:32:225',4,0.041449,0.361613,0.670185,-0.112865,0.655336,0.076506,0.343248,0.361213,0.265344,0.352973,0.33088,0.096133,0.356529,0,0,0,0,0,0,0,0,0,1,0,0,0
3507,'2020/03/23 13:25:32:237',4,-0.093329,0.512379,0.497474,-0.047659,0.616497,0.035956,0.375776,0.260377,0.349858,0.274785,0.441388,-0.024314,0.517673,0,0,0,0,0,0,0,0,0,1,0,0,0
3508,'2020/03/23 13:25:32:237',4,-0.093329,0.512379,0.497474,-0.047659,0.616497,0.035956,0.375776,0.260377,0.349858,0.274785,0.441388,-0.024314,0.517673,0,0,0,0,0,0,0,0,0,1,0,0,0
3509,'2020/03/23 13:25:32:237',4,-0.093329,0.512379,0.497474,-0.047659,0.616497,0.035956,0.375776,0.260377,0.349858,0.274785,0.441388,-0.024314,0.517673,0,0,0,0,0,0,0,0,0,1,0,0,0
3510,'2020/03/23 13:25:32:237',4,-0.093329,0.512379,0.497474,-0.047659,0.616497,0.035956,0.375776,0.260377,0.349858,0.274785,0.441388,-0.024314,0.517673,0,0,0,0,0,0,0,0,0,1,0,0,0
3511,'2020/03/23 13:25:32:237',4,-0.093329,0.512379,0.497474,-0.047659,0.616497,0.035956,0.375776,0.260377,0.349858,0.274785,0.441388,-0.024314,0.517673,0,0,0,0,0,0,0,0,0,1,0,0,0
3512,'2020/03/23 13:25:32:248',4,-0.050543,0.559468,0.39224,0.152309,0.507047,0.093348,0.59725,0.130944,0.57131,0.177952,0.47592,-0.012623,0.376459,0,0,0,0,0,0,0,0,0,1,0,0,0
3513,'2020/03/23 13:25:32:248',4,-0.050543,0.559468,0.39224,0.152309,0.507047,0.093348,0.59725,0.130944,0.57131,0.177952,0.47592,-0.012623,0.376459,0,0,0,0,0,0,0,0,0,1,0,0,0
3514,'2020/03/23 13:25:32:248',4,-0.050543,0.559468,0.39224,0.152309,0.507047,0.093348,0.59725,0.130944,0.57131,0.177952,0.47592,-0.012623,0.376459,0,0,0,0,0,0,0,0,0,1,0,0,0
3515,'2020/03/23 13:25:32:248',4,-0.050543,0.559468,0.39224,0.152309,0.507047,0.093348,0.59725,0.130944,0.57131,0.177952,0.47592,-0.012623,0.376459,0,0,0,0,0,0,0,0,0,1,0,0,0
3516,'2020/03/23 13:25:32:248',4,-0.050543,0.559468,0.39224,0.152309,0.507047,0.093348,0.59725,0.130944,0.57131,0.177952,0.47592,-0.012623,0.376459,0,0,0,0,0,0,0,0,0,1,0,0,0
3517,'2020/03/23 13:25:32:260',4,-0.043415,0.435261,0.510402,0.117866,0.602893,0.026612,0.616036,0.108759,0.490466,0.212108,0.289482,0.226089,0.223464,0,0,0,0,0,0,0,0,0,1,0,0,0
3518,'2020/03/23 13:25:32:260',4,-0.043415,0.435261,0.510402,0.117866,0.602893,0.026612,0.616036,0.108759,0.490466,0.212108,0.289482,0.226089,0.223464,0,0,0,0,0,0,0,0,0,1,0,0,0
3519,'2020/03/23 13:25:32:260',4,-0.043415,0.435261,0.510402,0.117866,0.602893,0.026612,0.616036,0.108759,0.490466,0.212108,0.289482,0.226089,0.223464,0,0,0,0,0,0,0,0,0,1,0,0,0
3520,'2020/03/23 13:25:32:260',4,-0.043415,0.435261,0.510402,0.117866,0.602893,0.026612,0.616036,0.108759,0.490466,0.212108,0.289482,0.226089,0.223464,0,0,0,0,0,0,0,0,0,1,0,0,0
3521,'2020/03/23 13:25:32:260',4,-0.043415,0.435261,0.510402,0.117866,0.602893,0.026612,0.616036,0.108759,0.490466,0.212108,0.289482,0.226089,0.223464,0,0,0,0,0,0,0,0,0,1,0,0,0
3522,'2020/03/23 13:25:32:272',4,-0.182208,0.456262,0.475681,0.178685,0.584207,0.003229,0.555494,0.040914,0.468201,0.121334,0.330186,0.204287,0.271988,0,0,0,0,0,0,0,0,0,1,0,0,0
3523,'2020/03/23 13:25:32:272',4,-0.182208,0.456262,0.475681,0.178685,0.584207,0.003229,0.555494,0.040914,0.468201,0.121334,0.330186,0.204287,0.271988,0,0,0,0,0,0,0,0,0,1,0,0,0
3524,'2020/03/23 13:25:32:272',4,-0.182208,0.456262,0.475681,0.178685,0.584207,0.003229,0.555494,0.040914,0.468201,0.121334,0.330186,0.204287,0.271988,0,0,0,0,0,0,0,0,0,1,0,0,0
3525,'2020/03/23 13:25:32:272',4,-0.182208,0.456262,0.475681,0.178685,0.584207,0.003229,0.555494,0.040914,0.468201,0.121334,0.330186,0.204287,0.271988,0,0,0,0,0,0,0,0,0,1,0,0,0
3526,'2020/03/23 13:25:32:274',4,-0.182208,0.456262,0.475681,0.178685,0.584207,0.003229,0.555494,0.040914,0.468201,0.121334,0.330186,0.204287,0.271988,0,0,0,0,0,0,0,0,0,1,0,0,0
3527,'2020/03/23 13:25:32:283',4,-0.290133,0.552149,0.475502,0.142942,0.426979,0.297735,0.44495,0.113782,0.575559,0.062209,0.364173,0.251993,0.19855,0,0,0,0,0,0,0,0,0,1,0,0,0
3528,'2020/03/23 13:25:32:283',4,-0.290133,0.552149,0.475502,0.142942,0.426979,0.297735,0.44495,0.113782,0.575559,0.062209,0.364173,0.251993,0.19855,0,0,0,0,0,0,0,0,0,1,0,0,0
3529,'2020/03/23 13:25:32:284',4,-0.290133,0.552149,0.475502,0.142942,0.426979,0.297735,0.44495,0.113782,0.575559,0.062209,0.364173,0.251993,0.19855,0,0,0,0,0,0,0,0,0,1,0,0,0
3530,'2020/03/23 13:25:32:284',4,-0.290133,0.552149,0.475502,0.142942,0.426979,0.297735,0.44495,0.113782,0.575559,0.062209,0.364173,0.251993,0.19855,0,0,0,0,0,0,0,0,0,1,0,0,0
3531,'2020/03/23 13:25:32:295',4,-0.135542,0.334342,0.596933,0.044309,0.38589,0.384695,0.346628,0.255171,0.496994,0.201631,0.309215,0.356937,0.182053,0,0,0,0,0,0,0,0,0,1,0,0,0
3532,'2020/03/23 13:25:32:295',4,-0.135542,0.334342,0.596933,0.044309,0.38589,0.384695,0.346628,0.255171,0.496994,0.201631,0.309215,0.356937,0.182053,0,0,0,0,0,0,0,0,0,1,0,0,0
3533,'2020/03/23 13:25:32:295',4,-0.135542,0.334342,0.596933,0.044309,0.38589,0.384695,0.346628,0.255171,0.496994,0.201631,0.309215,0.356937,0.182053,0,0,0,0,0,0,0,0,0,1,0,0,0
3534,'2020/03/23 13:25:32:295',4,-0.135542,0.334342,0.596933,0.044309,0.38589,0.384695,0.346628,0.255171,0.496994,0.201631,0.309215,0.356937,0.182053,0,0,0,0,0,0,0,0,0,1,0,0,0
3535,'2020/03/23 13:25:32:308',4,-0.243792,0.156708,0.571779,-0.015176,0.410175,0.251377,0.285569,0.065851,0.385791,0.081409,0.208519,0.40139,0.053745,0,0,0,0,0,0,0,0,0,1,0,0,0
3536,'2020/03/23 13:25:32:308',4,-0.243792,0.156708,0.571779,-0.015176,0.410175,0.251377,0.285569,0.065851,0.385791,0.081409,0.208519,0.40139,0.053745,0,0,0,0,0,0,0,0,0,1,0,0,0
3537,'2020/03/23 13:25:32:308',4,-0.243792,0.156708,0.571779,-0.015176,0.410175,0.251377,0.285569,0.065851,0.385791,0.081409,0.208519,0.40139,0.053745,0,0,0,0,0,0,0,0,0,1,0,0,0
3538,'2020/03/23 13:25:32:308',4,-0.243792,0.156708,0.571779,-0.015176,0.410175,0.251377,0.285569,0.065851,0.385791,0.081409,0.208519,0.40139,0.053745,0,0,0,0,0,0,0,0,0,1,0,0,0
3539,'2020/03/23 13:25:32:308',4,-0.243792,0.156708,0.571779,-0.015176,0.410175,0.251377,0.285569,0.065851,0.385791,0.081409,0.208519,0.40139,0.053745,0,0,0,0,0,0,0,0,0,1,0,0,0
3540,'2020/03/23 13:25:32:308',4,-0.243792,0.156708,0.571779,-0.015176,0.410175,0.251377,0.285569,0.065851,0.385791,0.081409,0.208519,0.40139,0.053745,0,0,0,0,0,0,0,0,0,1,0,0,0
3541,'2020/03/23 13:25:32:318',4,-0.018465,0.11282,0.823453,-0.16888,0.471839,0.316893,0.266372,0.252924,0.494127,0.153819,0.363108,0.395921,0.019536,0,0,0,0,0,0,0,0,0,1,0,0,0
3542,'2020/03/23 13:25:32:318',4,-0.018465,0.11282,0.823453,-0.16888,0.471839,0.316893,0.266372,0.252924,0.494127,0.153819,0.363108,0.395921,0.019536,0,0,0,0,0,0,0,0,0,1,0,0,0
3543,'2020/03/23 13:25:32:319',4,-0.018465,0.11282,0.823453,-0.16888,0.471839,0.316893,0.266372,0.252924,0.494127,0.153819,0.363108,0.395921,0.019536,0,0,0,0,0,0,0,0,0,1,0,0,0
3544,'2020/03/23 13:25:32:319',4,-0.018465,0.11282,0.823453,-0.16888,0.471839,0.316893,0.266372,0.252924,0.494127,0.153819,0.363108,0.395921,0.019536,0,0,0,0,0,0,0,0,0,1,0,0,0
3545,'2020/03/23 13:25:32:330',4,0.036522,0.347952,0.646201,-0.015635,0.525394,0.302593,0.335533,0.242287,0.434954,0.147799,0.545836,0.0814,0.158612,0,0,0,0,0,0,0,0,0,1,0,0,0
3546,'2020/03/23 13:25:32:330',4,0.036522,0.347952,0.646201,-0.015635,0.525394,0.302593,0.335533,0.242287,0.434954,0.147799,0.545836,0.0814,0.158612,0,0,0,0,0,0,0,0,0,1,0,0,0
3547,'2020/03/23 13:25:32:330',4,0.036522,0.347952,0.646201,-0.015635,0.525394,0.302593,0.335533,0.242287,0.434954,0.147799,0.545836,0.0814,0.158612,0,0,0,0,0,0,0,0,0,1,0,0,0
3548,'2020/03/23 13:25:32:330',4,0.036522,0.347952,0.646201,-0.015635,0.525394,0.302593,0.335533,0.242287,0.434954,0.147799,0.545836,0.0814,0.158612,0,0,0,0,0,0,0,0,0,1,0,0,0
3549,'2020/03/23 13:25:32:330',4,0.036522,0.347952,0.646201,-0.015635,0.525394,0.302593,0.335533,0.242287,0.434954,0.147799,0.545836,0.0814,0.158612,0,0,0,0,0,0,0,0,0,1,0,0,0
3550,'2020/03/23 13:25:32:341',4,0.026286,0.364587,0.634631,-0.083865,0.634666,0.091387,0.404075,0.354782,0.341721,0.341579,0.37501,0.095125,0.322351,0,0,0,0,0,0,0,0,0,1,0,0,0
3551,'2020/03/23 13:25:32:342',4,0.026286,0.364587,0.634631,-0.083865,0.634666,0.091387,0.404075,0.354782,0.341721,0.341579,0.37501,0.095125,0.322351,0,0,0,0,0,0,0,0,0,1,0,0,0
3552,'2020/03/23 13:25:32:342',4,0.026286,0.364587,0.634631,-0.083865,0.634666,0.091387,0.404075,0.354782,0.341721,0.341579,0.37501,0.095125,0.322351,0,0,0,0,0,0,0,0,0,1,0,0,0
3553,'2020/03/23 13:25:32:342',4,0.026286,0.364587,0.634631,-0.083865,0.634666,0.091387,0.404075,0.354782,0.341721,0.341579,0.37501,0.095125,0.322351,0,0,0,0,0,0,0,0,0,1,0,0,0
3554,'2020/03/23 13:25:32:353',4,-0.087928,0.477293,0.524945,-0.071576,0.622463,0.037493,0.34127,0.266332,0.31135,0.264884,0.417042,-0.019081,0.498851,0,0,0,0,0,0,0,0,0,1,0,0,0
3555,'2020/03/23 13:25:32:353',4,-0.087928,0.477293,0.524945,-0.071576,0.622463,0.037493,0.34127,0.266332,0.31135,0.264884,0.417042,-0.019081,0.498851,0,0,0,0,0,0,0,0,0,1,0,0,0
3556,'2020/03/23 13:25:32:354',4,-0.087928,0.477293,0.524945,-0.071576,0.622463,0.037493,0.34127,0.266332,0.31135,0.264884,0.417042,-0.019081,0.498851,0,0,0,0,0,0,0,0,0,1,0,0,0
3557,'2020/03/23 13:25:32:354',4,-0.087928,0.477293,0.524945,-0.071576,0.622463,0.037493,0.34127,0.266332,0.31135,0.264884,0.417042,-0.019081,0.498851,0,0,0,0,0,0,0,0,0,1,0,0,0
3558,'2020/03/23 13:25:32:354',4,-0.087928,0.477293,0.524945,-0.071576,0.622463,0.037493,0.34127,0.266332,0.31135,0.264884,0.417042,-0.019081,0.498851,0,0,0,0,0,0,0,0,0,1,0,0,0
3559,'2020/03/23 13:25:32:364',4,-0.120671,0.572777,0.432274,0.059351,0.567104,0.068558,0.529465,0.216775,0.50686,0.247887,0.488184,-0.031003,0.463306,0,0,0,0,0,0,0,0,0,1,0,0,0
3560,'2020/03/23 13:25:32:365',4,-0.120671,0.572777,0.432274,0.059351,0.567104,0.068558,0.529465,0.216775,0.50686,0.247887,0.488184,-0.031003,0.463306,0,0,0,0,0,0,0,0,0,1,0,0,0
3561,'2020/03/23 13:25:32:365',4,-0.120671,0.572777,0.432274,0.059351,0.567104,0.068558,0.529465,0.216775,0.50686,0.247887,0.488184,-0.031003,0.463306,0,0,0,0,0,0,0,0,0,1,0,0,0
3562,'2020/03/23 13:25:32:365',4,-0.120671,0.572777,0.432274,0.059351,0.567104,0.068558,0.529465,0.216775,0.50686,0.247887,0.488184,-0.031003,0.463306,0,0,0,0,0,0,0,0,0,1,0,0,0
3563,'2020/03/23 13:25:32:376',4,0.047429,0.538609,0.422599,0.160173,0.526679,0.062583,0.703089,0.06975,0.529821,0.222614,0.325087,0.147333,0.262789,0,0,0,0,0,0,0,0,0,1,0,0,0
3564,'2020/03/23 13:25:32:376',4,0.047429,0.538609,0.422599,0.160173,0.526679,0.062583,0.703089,0.06975,0.529821,0.222614,0.325087,0.147333,0.262789,0,0,0,0,0,0,0,0,0,1,0,0,0
3565,'2020/03/23 13:25:32:376',4,0.047429,0.538609,0.422599,0.160173,0.526679,0.062583,0.703089,0.06975,0.529821,0.222614,0.325087,0.147333,0.262789,0,0,0,0,0,0,0,0,0,1,0,0,0
3566,'2020/03/23 13:25:32:377',4,0.047429,0.538609,0.422599,0.160173,0.526679,0.062583,0.703089,0.06975,0.529821,0.222614,0.325087,0.147333,0.262789,0,0,0,0,0,0,0,0,0,1,0,0,0
3567,'2020/03/23 13:25:32:387',4,-0.137399,0.416318,0.513355,0.152212,0.600545,-0.004563,0.559085,0.055413,0.461742,0.140048,0.310584,0.228753,0.252228,0,0,0,0,0,0,0,0,0,1,0,0,0
3568,'2020/03/23 13:25:32:388',4,-0.137399,0.416318,0.513355,0.152212,0.600545,-0.004563,0.559085,0.055413,0.461742,0.140048,0.310584,0.228753,0.252228,0,0,0,0,0,0,0,0,0,1,0,0,0
3569,'2020/03/23 13:25:32:388',4,-0.137399,0.416318,0.513355,0.152212,0.600545,-0.004563,0.559085,0.055413,0.461742,0.140048,0.310584,0.228753,0.252228,0,0,0,0,0,0,0,0,0,1,0,0,0
3570,'2020/03/23 13:25:32:388',4,-0.137399,0.416318,0.513355,0.152212,0.600545,-0.004563,0.559085,0.055413,0.461742,0.140048,0.310584,0.228753,0.252228,0,0,0,0,0,0,0,0,0,1,0,0,0
3571,'2020/03/23 13:25:32:388',4,-0.137399,0.416318,0.513355,0.152212,0.600545,-0.004563,0.559085,0.055413,0.461742,0.140048,0.310584,0.228753,0.252228,0,0,0,0,0,0,0,0,0,1,0,0,0
3572,'2020/03/23 13:25:32:388',4,-0.137399,0.416318,0.513355,0.152212,0.600545,-0.004563,0.559085,0.055413,0.461742,0.140048,0.310584,0.228753,0.252228,0,0,0,0,0,0,0,0,0,1,0,0,0
3573,'2020/03/23 13:25:32:400',4,-0.297721,0.617195,0.451025,0.143586,0.467728,0.231114,0.491074,0.07678,0.568174,0.089459,0.368633,0.250506,0.192914,0,0,0,0,0,0,0,0,0,1,0,0,0
3574,'2020/03/23 13:25:32:400',4,-0.297721,0.617195,0.451025,0.143586,0.467728,0.231114,0.491074,0.07678,0.568174,0.089459,0.368633,0.250506,0.192914,0,0,0,0,0,0,0,0,0,1,0,0,0
3575,'2020/03/23 13:25:32:400',4,-0.297721,0.617195,0.451025,0.143586,0.467728,0.231114,0.491074,0.07678,0.568174,0.089459,0.368633,0.250506,0.192914,0,0,0,0,0,0,0,0,0,1,0,0,0
3576,'2020/03/23 13:25:32:400',4,-0.297721,0.617195,0.451025,0.143586,0.467728,0.231114,0.491074,0.07678,0.568174,0.089459,0.368633,0.250506,0.192914,0,0,0,0,0,0,0,0,0,1,0,0,0
3577,'2020/03/23 13:25:32:400',4,-0.297721,0.617195,0.451025,0.143586,0.467728,0.231114,0.491074,0.07678,0.568174,0.089459,0.368633,0.250506,0.192914,0,0,0,0,0,0,0,0,0,1,0,0,0
3578,'2020/03/23 13:25:32:411',4,-0.06728,0.27913,0.59077,0.095697,0.295068,0.49076,0.230696,0.335885,0.446134,0.176208,0.339131,0.27732,0.290956,0,0,0,0,0,0,0,0,0,1,0,0,0
3579,'2020/03/23 13:25:32:411',4,-0.06728,0.27913,0.59077,0.095697,0.295068,0.49076,0.230696,0.335885,0.446134,0.176208,0.339131,0.27732,0.290956,0,0,0,0,0,0,0,0,0,1,0,0,0
