@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
2064,'2020/03/23 13:24:37:655',2,0.542972,-0.392459,0.067575,0.006506,0.417212,0.236908,0.162107,0.104293,0.185866,0.25096,0.26066,0.144812,0.277414,0,0,0,0,0,0,0,1,0,0,0,0,0
2065,'2020/03/23 13:24:37:655',2,0.542972,-0.392459,0.067575,0.006506,0.417212,0.236908,0.162107,0.104293,0.185866,0.25096,0.26066,0.144812,0.277414,0,0,0,0,0,0,0,1,0,0,0,0,0
2066,'2020/03/23 13:24:37:655',2,0.542972,-0.392459,0.067575,0.006506,0.417212,0.236908,0.162107,0.104293,0.185866,0.25096,0.26066,0.144812,0.277414,0,0,0,0,0,0,0,1,0,0,0,0,0
2067,'2020/03/23 13:24:37:667',2,0.564111,-0.394,0.133873,-0.005106,0.452758,0.284834,0.215134,0.156692,0.220553,0.290013,0.279766,0.152251,0.291198,0,0,0,0,0,0,0,1,0,0,0,0,0
2068,'2020/03/23 13:24:37:668',2,0.564111,-0.394,0.133873,-0.005106,0.452758,0.284834,0.215134,0.156692,0.220553,0.290013,0.279766,0.152251,0.291198,0,0,0,0,0,0,0,1,0,0,0,0,0
2069,'2020/03/23 13:24:37:679',2,0.54453,-0.415197,0.136789,-0.004401,0.456655,0.261426,0.207411,0.118413,0.195042,0.289453,0.316144,0.164631,0.305942,0,0,0,0,0,0,0,1,0,0,0,0,0
2070,'2020/03/23 13:24:37:679',2,0.54453,-0.415197,0.136789,-0.004401,0.456655,0.261426,0.207411,0.118413,0.195042,0.289453,0.316144,0.164631,0.305942,0,0,0,0,0,0,0,1,0,0,0,0,0
2071,'2020/03/23 13:24:37:679',2,0.54453,-0.415197,0.136789,-0.004401,0.456655,0.261426,0.207411,0.118413,0.195042,0.289453,0.316144,0.164631,0.305942,0,0,0,0,0,0,0,1,0,0,0,0,0
2072,'2020/03/23 13:24:37:690',2,0.520513,-0.380105,0.181299,0.045613,0.44216,0.253467,0.230679,0.169987,0.209237,0.311629,0.28894,0.135176,0.299413,0,0,0,0,0,0,0,1,0,0,0,0,0
2073,'2020/03/23 13:24:37:690',2,0.520513,-0.380105,0.181299,0.045613,0.44216,0.253467,0.230679,0.169987,0.209237,0.311629,0.28894,0.135176,0.299413,0,0,0,0,0,0,0,1,0,0,0,0,0
2074,'2020/03/23 13:24:37:701',2,0.5746,-0.385069,0.168664,0.036132,0.481705,0.312722,0.218841,0.144541,0.229979,0.335424,0.324278,0.196815,0.355467,0,0,0,0,0,0,0,1,0,0,0,0,0
2075,'2020/03/23 13:24:37:702',2,0.5746,-0.385069,0.168664,0.036132,0.481705,0.312722,0.218841,0.144541,0.229979,0.335424,0.324278,0.196815,0.355467,0,0,0,0,0,0,0,1,0,0,0,0,0
2076,'2020/03/23 13:24:37:713',2,0.611414,-0.389991,0.116362,-0.002087,0.44494,0.305919,0.260084,0.185559,0.261769,0.303247,0.315202,0.159894,0.280981,0,0,0,0,0,0,0,1,0,0,0,0,0
2077,'2020/03/23 13:24:37:713',2,0.611414,-0.389991,0.116362,-0.002087,0.44494,0.305919,0.260084,0.185559,0.261769,0.303247,0.315202,0.159894,0.280981,0,0,0,0,0,0,0,1,0,0,0,0,0
2078,'2020/03/23 13:24:37:725',2,0.607143,-0.374458,0.121891,0.020563,0.432594,0.262444,0.182163,0.152723,0.275061,0.351504,0.331652,0.164199,0.277542,0,0,0,0,0,0,0,1,0,0,0,0,0
2079,'2020/03/23 13:24:37:725',2,0.607143,-0.374458,0.121891,0.020563,0.432594,0.262444,0.182163,0.152723,0.275061,0.351504,0.331652,0.164199,0.277542,0,0,0,0,0,0,0,1,0,0,0,0,0
2080,'2020/03/23 13:24:37:725',2,0.607143,-0.374458,0.121891,0.020563,0.432594,0.262444,0.182163,0.152723,0.275061,0.351504,0.331652,0.164199,0.277542,0,0,0,0,0,0,0,1,0,0,0,0,0
2081,'2020/03/23 13:24:37:736',2,0.572581,-0.384586,0.170083,0.025529,0.481518,0.311156,0.223008,0.179349,0.26193,0.328947,0.307825,0.215211,0.316194,0,0,0,0,0,0,0,1,0,0,0,0,0
2082,'2020/03/23 13:24:37:737',2,0.572581,-0.384586,0.170083,0.025529,0.481518,0.311156,0.223008,0.179349,0.26193,0.328947,0.307825,0.215211,0.316194,0,0,0,0,0,0,0,1,0,0,0,0,0
2083,'2020/03/23 13:24:37:748',2,0.553965,-0.391278,0.164243,-0.002541,0.468094,0.326182,0.229023,0.161297,0.273435,0.361766,0.347177,0.173091,0.278038,0,0,0,0,0,0,0,1,0,0,0,0,0
2084,'2020/03/23 13:24:37:748',2,0.553965,-0.391278,0.164243,-0.002541,0.468094,0.326182,0.229023,0.161297,0.273435,0.361766,0.347177,0.173091,0.278038,0,0,0,0,0,0,0,1,0,0,0,0,0
2085,'2020/03/23 13:24:37:749',2,0.553965,-0.391278,0.164243,-0.002541,0.468094,0.326182,0.229023,0.161297,0.273435,0.361766,0.347177,0.173091,0.278038,0,0,0,0,0,0,0,1,0,0,0,0,0
2086,'2020/03/23 13:24:57:021',3,1.606318,0.928107,0.608635,0.442341,0.319944,0.222365,0.169094,0.179579,0.151641,0.158611,0.171502,0.175528,0.222665,0,0,0,0,0,0,0,0,1,0,0,0,0
2087,'2020/03/23 13:24:57:022',3,1.606318,0.928107,0.608635,0.442341,0.319944,0.222365,0.169094,0.179579,0.151641,0.158611,0.171502,0.175528,0.222665,0,0,0,0,0,0,0,0,1,0,0,0,0
2088,'2020/03/23 13:24:57:022',3,1.606318,0.928107,0.608635,0.442341,0.319944,0.222365,0.169094,0.179579,0.151641,0.158611,0.171502,0.175528,0.222665,0,0,0,0,0,0,0,0,1,0,0,0,0
2089,'2020/03/23 13:24:57:033',3,1.57611,0.84897,0.548468,0.458328,0.328892,0.222314,0.155022,0.153559,0.163211,0.168299,0.183707,0.143387,0.190702,0,0,0,0,0,0,0,0,1,0,0,0,0
2090,'2020/03/23 13:24:57:034',3,1.57611,0.84897,0.548468,0.458328,0.328892,0.222314,0.155022,0.153559,0.163211,0.168299,0.183707,0.143387,0.190702,0,0,0,0,0,0,0,0,1,0,0,0,0
2091,'2020/03/23 13:24:57:034',3,1.57611,0.84897,0.548468,0.458328,0.328892,0.222314,0.155022,0.153559,0.163211,0.168299,0.183707,0.143387,0.190702,0,0,0,0,0,0,0,0,1,0,0,0,0
2092,'2020/03/23 13:24:57:045',3,1.535739,0.813719,0.508781,0.453333,0.331968,0.290546,0.23629,0.238976,0.173002,0.206689,0.205632,0.200916,0.23381,0,0,0,0,0,0,0,0,1,0,0,0,0
2093,'2020/03/23 13:24:57:045',3,1.535739,0.813719,0.508781,0.453333,0.331968,0.290546,0.23629,0.238976,0.173002,0.206689,0.205632,0.200916,0.23381,0,0,0,0,0,0,0,0,1,0,0,0,0
2094,'2020/03/23 13:24:57:045',3,1.535739,0.813719,0.508781,0.453333,0.331968,0.290546,0.23629,0.238976,0.173002,0.206689,0.205632,0.200916,0.23381,0,0,0,0,0,0,0,0,1,0,0,0,0
2095,'2020/03/23 13:24:57:056',3,1.651306,0.946433,0.542611,0.476119,0.296618,0.246487,0.139283,0.164092,0.139197,0.16616,0.1701,0.239319,0.218873,0,0,0,0,0,0,0,0,1,0,0,0,0
2096,'2020/03/23 13:24:57:057',3,1.651306,0.946433,0.542611,0.476119,0.296618,0.246487,0.139283,0.164092,0.139197,0.16616,0.1701,0.239319,0.218873,0,0,0,0,0,0,0,0,1,0,0,0,0
2097,'2020/03/23 13:24:57:057',3,1.651306,0.946433,0.542611,0.476119,0.296618,0.246487,0.139283,0.164092,0.139197,0.16616,0.1701,0.239319,0.218873,0,0,0,0,0,0,0,0,1,0,0,0,0
2098,'2020/03/23 13:24:57:057',3,1.651306,0.946433,0.542611,0.476119,0.296618,0.246487,0.139283,0.164092,0.139197,0.16616,0.1701,0.239319,0.218873,0,0,0,0,0,0,0,0,1,0,0,0,0
2099,'2020/03/23 13:24:57:057',3,1.651306,0.946433,0.542611,0.476119,0.296618,0.246487,0.139283,0.164092,0.139197,0.16616,0.1701,0.239319,0.218873,0,0,0,0,0,0,0,0,1,0,0,0,0
2100,'2020/03/23 13:24:57:068',3,1.566522,0.938561,0.535956,0.394308,0.265188,0.172147,0.130733,0.183039,0.166451,0.158002,0.165274,0.168552,0.190829,0,0,0,0,0,0,0,0,1,0,0,0,0
2101,'2020/03/23 13:24:57:068',3,1.566522,0.938561,0.535956,0.394308,0.265188,0.172147,0.130733,0.183039,0.166451,0.158002,0.165274,0.168552,0.190829,0,0,0,0,0,0,0,0,1,0,0,0,0
2102,'2020/03/23 13:24:57:068',3,1.566522,0.938561,0.535956,0.394308,0.265188,0.172147,0.130733,0.183039,0.166451,0.158002,0.165274,0.168552,0.190829,0,0,0,0,0,0,0,0,1,0,0,0,0
2103,'2020/03/23 13:24:57:069',3,1.566522,0.938561,0.535956,0.394308,0.265188,0.172147,0.130733,0.183039,0.166451,0.158002,0.165274,0.168552,0.190829,0,0,0,0,0,0,0,0,1,0,0,0,0
2104,'2020/03/23 13:24:57:079',3,1.654656,0.917021,0.574522,0.446168,0.286722,0.215793,0.178922,0.195832,0.153918,0.206081,0.174248,0.167746,0.152803,0,0,0,0,0,0,0,0,1,0,0,0,0
2105,'2020/03/23 13:24:57:080',3,1.654656,0.917021,0.574522,0.446168,0.286722,0.215793,0.178922,0.195832,0.153918,0.206081,0.174248,0.167746,0.152803,0,0,0,0,0,0,0,0,1,0,0,0,0
2106,'2020/03/23 13:24:57:080',3,1.654656,0.917021,0.574522,0.446168,0.286722,0.215793,0.178922,0.195832,0.153918,0.206081,0.174248,0.167746,0.152803,0,0,0,0,0,0,0,0,1,0,0,0,0
2107,'2020/03/23 13:24:57:091',3,1.64995,0.902959,0.574266,0.413314,0.295727,0.194806,0.150094,0.159801,0.143489,0.151975,0.144889,0.169456,0.183307,0,0,0,0,0,0,0,0,1,0,0,0,0
2108,'2020/03/23 13:24:57:091',3,1.64995,0.902959,0.574266,0.413314,0.295727,0.194806,0.150094,0.159801,0.143489,0.151975,0.144889,0.169456,0.183307,0,0,0,0,0,0,0,0,1,0,0,0,0
2109,'2020/03/23 13:24:57:091',3,1.64995,0.902959,0.574266,0.413314,0.295727,0.194806,0.150094,0.159801,0.143489,0.151975,0.144889,0.169456,0.183307,0,0,0,0,0,0,0,0,1,0,0,0,0
2110,'2020/03/23 13:24:57:103',3,1.58246,0.917177,0.611273,0.456783,0.343274,0.235202,0.158015,0.147482,0.127508,0.109801,0.139904,0.165483,0.210998,0,0,0,0,0,0,0,0,1,0,0,0,0
2111,'2020/03/23 13:24:57:103',3,1.58246,0.917177,0.611273,0.456783,0.343274,0.235202,0.158015,0.147482,0.127508,0.109801,0.139904,0.165483,0.210998,0,0,0,0,0,0,0,0,1,0,0,0,0
2112,'2020/03/23 13:24:57:103',3,1.58246,0.917177,0.611273,0.456783,0.343274,0.235202,0.158015,0.147482,0.127508,0.109801,0.139904,0.165483,0.210998,0,0,0,0,0,0,0,0,1,0,0,0,0
2113,'2020/03/23 13:24:57:114',3,1.587149,0.878791,0.607488,0.488458,0.317413,0.24284,0.199525,0.172846,0.123266,0.12817,0.145991,0.163621,0.209699,0,0,0,0,0,0,0,0,1,0,0,0,0
2114,'2020/03/23 13:24:57:114',3,1.587149,0.878791,0.607488,0.488458,0.317413,0.24284,0.199525,0.172846,0.123266,0.12817,0.145991,0.163621,0.209699,0,0,0,0,0,0,0,0,1,0,0,0,0
2115,'2020/03/23 13:24:57:115',3,1.587149,0.878791,0.607488,0.488458,0.317413,0.24284,0.199525,0.172846,0.123266,0.12817,0.145991,0.163621,0.209699,0,0,0,0,0,0,0,0,1,0,0,0,0
2116,'2020/03/23 13:24:57:126',3,1.614104,0.920349,0.598262,0.440364,0.330591,0.229195,0.176795,0.18693,0.168473,0.170514,0.182383,0.172221,0.202648,0,0,0,0,0,0,0,0,1,0,0,0,0
2117,'2020/03/23 13:24:57:127',3,1.614104,0.920349,0.598262,0.440364,0.330591,0.229195,0.176795,0.18693,0.168473,0.170514,0.182383,0.172221,0.202648,0,0,0,0,0,0,0,0,1,0,0,0,0
2118,'2020/03/23 13:24:57:127',3,1.614104,0.920349,0.598262,0.440364,0.330591,0.229195,0.176795,0.18693,0.168473,0.170514,0.182383,0.172221,0.202648,0,0,0,0,0,0,0,0,1,0,0,0,0
2119,'2020/03/23 13:24:57:127',3,1.614104,0.920349,0.598262,0.440364,0.330591,0.229195,0.176795,0.18693,0.168473,0.170514,0.182383,0.172221,0.202648,0,0,0,0,0,0,0,0,1,0,0,0,0
2120,'2020/03/23 13:24:57:137',3,1.558799,0.84026,0.546384,0.461586,0.330122,0.2266,0.147815,0.143649,0.151975,0.161181,0.177262,0.134517,0.193609,0,0,0,0,0,0,0,0,1,0,0,0,0
2121,'2020/03/23 13:24:57:138',3,1.558799,0.84026,0.546384,0.461586,0.330122,0.2266,0.147815,0.143649,0.151975,0.161181,0.177262,0.134517,0.193609,0,0,0,0,0,0,0,0,1,0,0,0,0
2122,'2020/03/23 13:24:57:138',3,1.558799,0.84026,0.546384,0.461586,0.330122,0.2266,0.147815,0.143649,0.151975,0.161181,0.177262,0.134517,0.193609,0,0,0,0,0,0,0,0,1,0,0,0,0
2123,'2020/03/23 13:24:57:138',3,1.558799,0.84026,0.546384,0.461586,0.330122,0.2266,0.147815,0.143649,0.151975,0.161181,0.177262,0.134517,0.193609,0,0,0,0,0,0,0,0,1,0,0,0,0
2124,'2020/03/23 13:24:57:149',3,1.559224,0.834107,0.488274,0.442033,0.302004,0.281818,0.229572,0.25276,0.195201,0.237646,0.221985,0.216229,0.216965,0,0,0,0,0,0,0,0,1,0,0,0,0
2125,'2020/03/23 13:24:57:149',3,1.559224,0.834107,0.488274,0.442033,0.302004,0.281818,0.229572,0.25276,0.195201,0.237646,0.221985,0.216229,0.216965,0,0,0,0,0,0,0,0,1,0,0,0,0
2126,'2020/03/23 13:24:57:149',3,1.559224,0.834107,0.488274,0.442033,0.302004,0.281818,0.229572,0.25276,0.195201,0.237646,0.221985,0.216229,0.216965,0,0,0,0,0,0,0,0,1,0,0,0,0
2127,'2020/03/23 13:24:57:150',3,1.559224,0.834107,0.488274,0.442033,0.302004,0.281818,0.229572,0.25276,0.195201,0.237646,0.221985,0.216229,0.216965,0,0,0,0,0,0,0,0,1,0,0,0,0
2128,'2020/03/23 13:24:57:161',3,1.62551,0.954113,0.551041,0.46341,0.301566,0.232448,0.128005,0.163743,0.144802,0.160093,0.174318,0.227457,0.211993,0,0,0,0,0,0,0,0,1,0,0,0,0
2129,'2020/03/23 13:24:57:161',3,1.62551,0.954113,0.551041,0.46341,0.301566,0.232448,0.128005,0.163743,0.144802,0.160093,0.174318,0.227457,0.211993,0,0,0,0,0,0,0,0,1,0,0,0,0
2130,'2020/03/23 13:24:57:161',3,1.62551,0.954113,0.551041,0.46341,0.301566,0.232448,0.128005,0.163743,0.144802,0.160093,0.174318,0.227457,0.211993,0,0,0,0,0,0,0,0,1,0,0,0,0
2131,'2020/03/23 13:24:57:172',3,1.589945,0.884152,0.502209,0.390351,0.263263,0.186218,0.151528,0.183783,0.160332,0.178603,0.181021,0.177966,0.187307,0,0,0,0,0,0,0,0,1,0,0,0,0
2132,'2020/03/23 13:24:57:172',3,1.589945,0.884152,0.502209,0.390351,0.263263,0.186218,0.151528,0.183783,0.160332,0.178603,0.181021,0.177966,0.187307,0,0,0,0,0,0,0,0,1,0,0,0,0
2133,'2020/03/23 13:24:57:173',3,1.589945,0.884152,0.502209,0.390351,0.263263,0.186218,0.151528,0.183783,0.160332,0.178603,0.181021,0.177966,0.187307,0,0,0,0,0,0,0,0,1,0,0,0,0
2134,'2020/03/23 13:24:57:184',3,1.663436,0.912997,0.580815,0.438998,0.279824,0.215454,0.177627,0.18822,0.154099,0.195695,0.175474,0.176214,0.15879,0,0,0,0,0,0,0,0,1,0,0,0,0
2135,'2020/03/23 13:24:57:184',3,1.663436,0.912997,0.580815,0.438998,0.279824,0.215454,0.177627,0.18822,0.154099,0.195695,0.175474,0.176214,0.15879,0,0,0,0,0,0,0,0,1,0,0,0,0
2136,'2020/03/23 13:24:57:185',3,1.663436,0.912997,0.580815,0.438998,0.279824,0.215454,0.177627,0.18822,0.154099,0.195695,0.175474,0.176214,0.15879,0,0,0,0,0,0,0,0,1,0,0,0,0
2137,'2020/03/23 13:24:57:196',3,1.654096,0.910717,0.578713,0.419171,0.31847,0.211083,0.159762,0.176379,0.157579,0.164876,0.159091,0.18585,0.195593,0,0,0,0,0,0,0,0,1,0,0,0,0
2138,'2020/03/23 13:24:57:196',3,1.654096,0.910717,0.578713,0.419171,0.31847,0.211083,0.159762,0.176379,0.157579,0.164876,0.159091,0.18585,0.195593,0,0,0,0,0,0,0,0,1,0,0,0,0
2139,'2020/03/23 13:24:57:196',3,1.654096,0.910717,0.578713,0.419171,0.31847,0.211083,0.159762,0.176379,0.157579,0.164876,0.159091,0.18585,0.195593,0,0,0,0,0,0,0,0,1,0,0,0,0
2140,'2020/03/23 13:24:57:196',3,1.654096,0.910717,0.578713,0.419171,0.31847,0.211083,0.159762,0.176379,0.157579,0.164876,0.159091,0.18585,0.195593,0,0,0,0,0,0,0,0,1,0,0,0,0
2141,'2020/03/23 13:24:57:207',3,1.590743,0.906509,0.617591,0.465359,0.33525,0.241214,0.172668,0.145449,0.128704,0.112576,0.139023,0.157319,0.211883,0,0,0,0,0,0,0,0,1,0,0,0,0
2142,'2020/03/23 13:24:57:207',3,1.590743,0.906509,0.617591,0.465359,0.33525,0.241214,0.172668,0.145449,0.128704,0.112576,0.139023,0.157319,0.211883,0,0,0,0,0,0,0,0,1,0,0,0,0
2143,'2020/03/23 13:24:57:207',3,1.590743,0.906509,0.617591,0.465359,0.33525,0.241214,0.172668,0.145449,0.128704,0.112576,0.139023,0.157319,0.211883,0,0,0,0,0,0,0,0,1,0,0,0,0
2144,'2020/03/23 13:24:57:208',3,1.590743,0.906509,0.617591,0.465359,0.33525,0.241214,0.172668,0.145449,0.128704,0.112576,0.139023,0.157319,0.211883,0,0,0,0,0,0,0,0,1,0,0,0,0
2145,'2020/03/23 13:24:57:208',3,1.590743,0.906509,0.617591,0.465359,0.33525,0.241214,0.172668,0.145449,0.128704,0.112576,0.139023,0.157319,0.211883,0,0,0,0,0,0,0,0,1,0,0,0,0
2146,'2020/03/23 13:24:57:219',3,1.60412,0.885171,0.604948,0.485341,0.324006,0.246327,0.201555,0.185075,0.139106,0.153527,0.169294,0.182158,0.226133,0,0,0,0,0,0,0,0,1,0,0,0,0
2147,'2020/03/23 13:24:57:219',3,1.60412,0.885171,0.604948,0.485341,0.324006,0.246327,0.201555,0.185075,0.139106,0.153527,0.169294,0.182158,0.226133,0,0,0,0,0,0,0,0,1,0,0,0,0
2148,'2020/03/23 13:24:57:220',3,1.60412,0.885171,0.604948,0.485341,0.324006,0.246327,0.201555,0.185075,0.139106,0.153527,0.169294,0.182158,0.226133,0,0,0,0,0,0,0,0,1,0,0,0,0
2149,'2020/03/23 13:24:57:230',3,1.61342,0.911754,0.588381,0.449295,0.335393,0.222821,0.170058,0.183946,0.176871,0.173944,0.188843,0.168706,0.196228,0,0,0,0,0,0,0,0,1,0,0,0,0
2150,'2020/03/23 13:24:57:231',3,1.61342,0.911754,0.588381,0.449295,0.335393,0.222821,0.170058,0.183946,0.176871,0.173944,0.188843,0.168706,0.196228,0,0,0,0,0,0,0,0,1,0,0,0,0
2151,'2020/03/23 13:24:57:231',3,1.61342,0.911754,0.588381,0.449295,0.335393,0.222821,0.170058,0.183946,0.176871,0.173944,0.188843,0.168706,0.196228,0,0,0,0,0,0,0,0,1,0,0,0,0
2152,'2020/03/23 13:24:57:242',3,1.538667,0.837666,0.552678,0.469664,0.336936,0.236095,0.143938,0.13832,0.138527,0.154896,0.174365,0.13327,0.202743,0,0,0,0,0,0,0,0,1,0,0,0,0
2153,'2020/03/23 13:24:57:242',3,1.538667,0.837666,0.552678,0.469664,0.336936,0.236095,0.143938,0.13832,0.138527,0.154896,0.174365,0.13327,0.202743,0,0,0,0,0,0,0,0,1,0,0,0,0
2154,'2020/03/23 13:24:57:242',3,1.538667,0.837666,0.552678,0.469664,0.336936,0.236095,0.143938,0.13832,0.138527,0.154896,0.174365,0.13327,0.202743,0,0,0,0,0,0,0,0,1,0,0,0,0
2155,'2020/03/23 13:24:57:254',3,1.586939,0.958897,0.542652,0.494138,0.297086,0.257401,0.189226,0.206889,0.13739,0.2072,0.200936,0.246536,0.214106,0,0,0,0,0,0,0,0,1,0,0,0,0
2156,'2020/03/23 13:24:57:254',3,1.586939,0.958897,0.542652,0.494138,0.297086,0.257401,0.189226,0.206889,0.13739,0.2072,0.200936,0.246536,0.214106,0,0,0,0,0,0,0,0,1,0,0,0,0
2157,'2020/03/23 13:24:57:254',3,1.586939,0.958897,0.542652,0.494138,0.297086,0.257401,0.189226,0.206889,0.13739,0.2072,0.200936,0.246536,0.214106,0,0,0,0,0,0,0,0,1,0,0,0,0
2158,'2020/03/23 13:24:57:265',3,1.608863,0.963613,0.55862,0.444691,0.298609,0.215399,0.119581,0.169885,0.156217,0.158811,0.177253,0.217985,0.210818,0,0,0,0,0,0,0,0,1,0,0,0,0
2159,'2020/03/23 13:24:57:266',3,1.608863,0.963613,0.55862,0.444691,0.298609,0.215399,0.119581,0.169885,0.156217,0.158811,0.177253,0.217985,0.210818,0,0,0,0,0,0,0,0,1,0,0,0,0
2160,'2020/03/23 13:24:57:266',3,1.608863,0.963613,0.55862,0.444691,0.298609,0.215399,0.119581,0.169885,0.156217,0.158811,0.177253,0.217985,0.210818,0,0,0,0,0,0,0,0,1,0,0,0,0
2161,'2020/03/23 13:24:57:266',3,1.608863,0.963613,0.55862,0.444691,0.298609,0.215399,0.119581,0.169885,0.156217,0.158811,0.177253,0.217985,0.210818,0,0,0,0,0,0,0,0,1,0,0,0,0
2162,'2020/03/23 13:24:57:277',3,1.616092,0.924527,0.535313,0.425311,0.284201,0.196379,0.159956,0.18657,0.155008,0.198251,0.178915,0.169424,0.184172,0,0,0,0,0,0,0,0,1,0,0,0,0
2163,'2020/03/23 13:24:57:277',3,1.616092,0.924527,0.535313,0.425311,0.284201,0.196379,0.159956,0.18657,0.155008,0.198251,0.178915,0.169424,0.184172,0,0,0,0,0,0,0,0,1,0,0,0,0
2164,'2020/03/23 13:24:57:277',3,1.616092,0.924527,0.535313,0.425311,0.284201,0.196379,0.159956,0.18657,0.155008,0.198251,0.178915,0.169424,0.184172,0,0,0,0,0,0,0,0,1,0,0,0,0
2165,'2020/03/23 13:24:57:277',3,1.616092,0.924527,0.535313,0.425311,0.284201,0.196379,0.159956,0.18657,0.155008,0.198251,0.178915,0.169424,0.184172,0,0,0,0,0,0,0,0,1,0,0,0,0
2166,'2020/03/23 13:24:57:289',3,1.669188,0.909033,0.582274,0.431834,0.276512,0.212377,0.17733,0.18023,0.155023,0.179952,0.166765,0.174936,0.16165,0,0,0,0,0,0,0,0,1,0,0,0,0
2167,'2020/03/23 13:24:57:289',3,1.669188,0.909033,0.582274,0.431834,0.276512,0.212377,0.17733,0.18023,0.155023,0.179952,0.166765,0.174936,0.16165,0,0,0,0,0,0,0,0,1,0,0,0,0
2168,'2020/03/23 13:24:57:289',3,1.669188,0.909033,0.582274,0.431834,0.276512,0.212377,0.17733,0.18023,0.155023,0.179952,0.166765,0.174936,0.16165,0,0,0,0,0,0,0,0,1,0,0,0,0
2169,'2020/03/23 13:24:57:289',3,1.669188,0.909033,0.582274,0.431834,0.276512,0.212377,0.17733,0.18023,0.155023,0.179952,0.166765,0.174936,0.16165,0,0,0,0,0,0,0,0,1,0,0,0,0
2170,'2020/03/23 13:24:57:300',3,1.629648,0.93212,0.592586,0.434186,0.343701,0.224701,0.159487,0.182431,0.157791,0.152069,0.14965,0.187466,0.205062,0,0,0,0,0,0,0,0,1,0,0,0,0
2171,'2020/03/23 13:24:57:300',3,1.629648,0.93212,0.592586,0.434186,0.343701,0.224701,0.159487,0.182431,0.157791,0.152069,0.14965,0.187466,0.205062,0,0,0,0,0,0,0,0,1,0,0,0,0
2172,'2020/03/23 13:24:57:300',3,1.629648,0.93212,0.592586,0.434186,0.343701,0.224701,0.159487,0.182431,0.157791,0.152069,0.14965,0.187466,0.205062,0,0,0,0,0,0,0,0,1,0,0,0,0
2173,'2020/03/23 13:24:57:312',3,1.596671,0.890539,0.617199,0.474963,0.332475,0.247865,0.184625,0.151306,0.132636,0.118268,0.137627,0.148922,0.206832,0,0,0,0,0,0,0,0,1,0,0,0,0
2174,'2020/03/23 13:24:57:312',3,1.596671,0.890539,0.617199,0.474963,0.332475,0.247865,0.184625,0.151306,0.132636,0.118268,0.137627,0.148922,0.206832,0,0,0,0,0,0,0,0,1,0,0,0,0
2175,'2020/03/23 13:24:57:312',3,1.596671,0.890539,0.617199,0.474963,0.332475,0.247865,0.184625,0.151306,0.132636,0.118268,0.137627,0.148922,0.206832,0,0,0,0,0,0,0,0,1,0,0,0,0
2176,'2020/03/23 13:24:57:323',3,1.603233,0.913941,0.618522,0.483218,0.327543,0.238669,0.185724,0.178584,0.13345,0.152667,0.174475,0.18733,0.238413,0,0,0,0,0,0,0,0,1,0,0,0,0
2177,'2020/03/23 13:24:57:324',3,1.603233,0.913941,0.618522,0.483218,0.327543,0.238669,0.185724,0.178584,0.13345,0.152667,0.174475,0.18733,0.238413,0,0,0,0,0,0,0,0,1,0,0,0,0
2178,'2020/03/23 13:24:57:324',3,1.603233,0.913941,0.618522,0.483218,0.327543,0.238669,0.185724,0.178584,0.13345,0.152667,0.174475,0.18733,0.238413,0,0,0,0,0,0,0,0,1,0,0,0,0
2179,'2020/03/23 13:24:57:335',3,1.607646,0.883142,0.564088,0.444078,0.323483,0.213602,0.162987,0.174562,0.175391,0.171314,0.188048,0.158562,0.187013,0,0,0,0,0,0,0,0,1,0,0,0,0
2180,'2020/03/23 13:24:57:335',3,1.607646,0.883142,0.564088,0.444078,0.323483,0.213602,0.162987,0.174562,0.175391,0.171314,0.188048,0.158562,0.187013,0,0,0,0,0,0,0,0,1,0,0,0,0
2181,'2020/03/23 13:24:57:335',3,1.607646,0.883142,0.564088,0.444078,0.323483,0.213602,0.162987,0.174562,0.175391,0.171314,0.188048,0.158562,0.187013,0,0,0,0,0,0,0,0,1,0,0,0,0
2182,'2020/03/23 13:24:57:347',3,1.541301,0.839541,0.556193,0.468612,0.338811,0.255678,0.171012,0.16442,0.142923,0.16325,0.18068,0.149806,0.221195,0,0,0,0,0,0,0,0,1,0,0,0,0
2183,'2020/03/23 13:24:57:348',3,1.541301,0.839541,0.556193,0.468612,0.338811,0.255678,0.171012,0.16442,0.142923,0.16325,0.18068,0.149806,0.221195,0,0,0,0,0,0,0,0,1,0,0,0,0
