@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
112,'2020/03/23 13:16:08:615',1,0.519449,-0.414277,0.108898,0.024116,0.483456,0.277566,0.174592,0.107246,0.197063,0.276063,0.277943,0.122388,0.250701,1,0,0,0,0,0
113,'2020/03/23 13:16:08:628',1,0.606212,-0.349667,0.118187,0.001034,0.420401,0.264216,0.170937,0.120617,0.170744,0.239439,0.252515,0.146143,0.251754,1,0,0,0,0,0
114,'2020/03/23 13:16:08:638',1,0.56775,-0.392296,0.141731,-0.003284,0.455742,0.270867,0.214912,0.144368,0.209829,0.29262,0.29382,0.162858,0.316397,1,0,0,0,0,0
115,'2020/03/23 13:16:08:650',1,0.552138,-0.405946,0.159293,0.026751,0.451065,0.260069,0.208518,0.120179,0.192767,0.288565,0.301367,0.141594,0.266094,1,0,0,0,0,0
116,'2020/03/23 13:16:08:650',1,0.552138,-0.405946,0.159293,0.026751,0.451065,0.260069,0.208518,0.120179,0.192767,0.288565,0.301367,0.141594,0.266094,1,0,0,0,0,0
117,'2020/03/23 13:16:08:665',1,0.516486,-0.37625,0.176035,0.056571,0.475511,0.269405,0.220221,0.173948,0.229667,0.32962,0.289696,0.14032,0.330247,1,0,0,0,0,0
118,'2020/03/23 13:16:08:673',1,0.600044,-0.370575,0.169374,0.006109,0.462947,0.333144,0.271933,0.171256,0.243232,0.313895,0.32951,0.198373,0.32801,1,0,0,0,0,0
119,'2020/03/23 13:16:08:684',1,0.628801,-0.377447,0.100838,-0.00102,0.438245,0.294041,0.20899,0.178709,0.284322,0.337361,0.323666,0.168932,0.304324,1,0,0,0,0,0
120,'2020/03/23 13:16:08:696',1,0.568118,-0.403609,0.13043,0.026621,0.445285,0.263282,0.2064,0.149686,0.258318,0.330136,0.306608,0.176316,0.273352,1,0,0,0,0,0
121,'2020/03/23 13:16:08:708',1,0.58965,-0.358994,0.192202,0.007968,0.462032,0.323406,0.225569,0.194596,0.279426,0.338728,0.327627,0.20124,0.31209,1,0,0,0,0,0
122,'2020/03/23 13:16:08:719',1,0.533572,-0.410008,0.139659,0.026238,0.503259,0.314822,0.210081,0.136411,0.235653,0.319748,0.308074,0.135919,0.25094,1,0,0,0,0,0
