@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
309,'2020/03/23 14:25:30:629',1,0.567708,-0.391983,0.142415,-0.003621,0.456317,0.270136,0.214828,0.142978,0.208836,0.291914,0.294883,0.16342,0.317487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
310,'2020/03/23 14:25:30:640',1,0.550305,-0.405556,0.159439,0.026963,0.44764,0.257885,0.208517,0.122083,0.193638,0.289269,0.299121,0.139659,0.265089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
311,'2020/03/23 14:25:30:652',1,0.518227,-0.377147,0.175063,0.05696,0.478429,0.272349,0.218509,0.17199,0.230934,0.331142,0.291118,0.143182,0.333101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
312,'2020/03/23 14:25:30:652',1,0.518227,-0.377147,0.175063,0.05696,0.478429,0.272349,0.218509,0.17199,0.230934,0.331142,0.291118,0.143182,0.333101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
313,'2020/03/23 14:25:30:663',1,0.598349,-0.372017,0.167335,0.004774,0.462113,0.333817,0.276995,0.175147,0.24489,0.312785,0.330875,0.197597,0.324906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
314,'2020/03/23 14:25:30:674',1,0.629999,-0.375721,0.101249,-0.000113,0.437944,0.292847,0.204809,0.177184,0.284252,0.339099,0.324693,0.169324,0.305784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
315,'2020/03/23 14:25:30:686',1,0.568658,-0.404049,0.132106,0.027062,0.448072,0.265934,0.208829,0.150725,0.256371,0.32782,0.303453,0.177707,0.274061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
316,'2020/03/23 14:25:30:699',1,0.590885,-0.357546,0.193268,0.007074,0.460439,0.325096,0.227524,0.194221,0.280267,0.340421,0.329418,0.198469,0.308856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
317,'2020/03/23 14:25:30:709',1,0.531359,-0.411145,0.136218,0.026776,0.502724,0.311263,0.20611,0.132934,0.230974,0.314238,0.304046,0.133546,0.25002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
318,'2020/03/23 14:25:30:721',1,0.553848,-0.384462,0.067987,-0.002154,0.399984,0.235182,0.164146,0.104862,0.186941,0.251945,0.264401,0.15913,0.283559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
319,'2020/03/23 14:25:30:721',1,0.553848,-0.384462,0.067987,-0.002154,0.399984,0.235182,0.164146,0.104862,0.186941,0.251945,0.264401,0.15913,0.283559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320,'2020/03/23 14:25:30:733',1,0.562925,-0.397339,0.134478,-0.004294,0.453251,0.280314,0.218769,0.157857,0.223845,0.300193,0.290554,0.161083,0.306055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
321,'2020/03/23 14:25:30:744',1,0.548941,-0.411595,0.148555,0.012121,0.461165,0.264177,0.206606,0.112671,0.188181,0.285561,0.313279,0.154986,0.284513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
322,'2020/03/23 14:25:30:756',1,0.514776,-0.374429,0.182317,0.051489,0.453861,0.257057,0.230938,0.177939,0.21703,0.318676,0.288183,0.134724,0.312654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
323,'2020/03/23 14:25:30:767',1,0.593373,-0.376545,0.172278,0.023046,0.475565,0.32441,0.234561,0.147979,0.234587,0.330341,0.327905,0.201384,0.347141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
324,'2020/03/23 14:25:30:779',1,0.616273,-0.39083,0.104575,-0.00407,0.438897,0.298221,0.240144,0.183454,0.271526,0.315226,0.316166,0.16113,0.286527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325,'2020/03/23 14:25:30:791',1,0.58433,-0.387877,0.12427,0.023068,0.433322,0.256982,0.189471,0.150291,0.273057,0.348237,0.326284,0.16654,0.271553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
326,'2020/03/23 14:25:30:791',1,0.58433,-0.387877,0.12427,0.023068,0.433322,0.256982,0.189471,0.150291,0.273057,0.348237,0.326284,0.16654,0.271553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
327,'2020/03/23 14:25:30:802',1,0.57748,-0.373268,0.180612,0.019828,0.479858,0.318115,0.222894,0.189319,0.270971,0.331624,0.314146,0.215079,0.32141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
328,'2020/03/23 14:25:30:814',1,0.538273,-0.407706,0.149988,0.004591,0.481802,0.322397,0.223725,0.153441,0.263888,0.354533,0.339959,0.162875,0.269835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
329,'2020/03/23 14:25:30:826',1,0.53429,-0.398448,0.075243,0.012862,0.437095,0.243317,0.160872,0.10251,0.182164,0.250722,0.258066,0.129883,0.266091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330,'2020/03/23 14:25:30:837',1,0.562324,-0.394009,0.128064,-0.008897,0.449705,0.286839,0.206578,0.149958,0.20633,0.268877,0.263753,0.140412,0.27298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
331,'2020/03/23 14:25:30:849',1,0.547636,-0.410847,0.133502,-0.011747,0.453657,0.260016,0.208163,0.124932,0.200127,0.290546,0.312191,0.169437,0.319456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
332,'2020/03/23 14:25:30:860',1,0.530342,-0.387583,0.176515,0.039968,0.436912,0.253391,0.226935,0.159274,0.206239,0.306883,0.291717,0.136638,0.287192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
333,'2020/03/23 14:25:30:872',1,0.553016,-0.388422,0.166336,0.045759,0.486334,0.302081,0.212088,0.147696,0.228281,0.336815,0.316293,0.185113,0.357539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
334,'2020/03/23 14:25:30:872',1,0.553016,-0.388422,0.166336,0.045759,0.486334,0.302081,0.212088,0.147696,0.228281,0.336815,0.316293,0.185113,0.357539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
335,'2020/03/23 14:25:30:883',1,0.609984,-0.381947,0.134096,-0.000939,0.450214,0.314574,0.274863,0.184861,0.252676,0.297965,0.319145,0.167719,0.287984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
336,'2020/03/23 14:25:30:895',1,0.621427,-0.370531,0.114651,0.013723,0.432111,0.271455,0.181755,0.159288,0.27702,0.350495,0.333154,0.16523,0.289582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
337,'2020/03/23 14:25:30:907',1,0.575641,-0.391118,0.160471,0.029149,0.476771,0.301558,0.224772,0.17308,0.258166,0.327328,0.300976,0.205544,0.301783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
338,'2020/03/23 14:25:30:918',1,0.575639,-0.37035,0.180423,-0.002267,0.460151,0.329813,0.233737,0.170885,0.276653,0.356012,0.341936,0.176853,0.283295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
339,'2020/03/23 14:25:30:930',1,0.521729,-0.41082,0.101466,0.023143,0.475113,0.268376,0.169375,0.104597,0.19164,0.269062,0.27325,0.123031,0.254869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
340,'2020/03/23 14:25:30:942',1,0.605183,-0.359933,0.12429,-0.002692,0.430932,0.277295,0.178551,0.131027,0.171647,0.237546,0.250504,0.143462,0.252043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
341,'2020/03/23 14:25:30:942',1,0.605183,-0.359933,0.12429,-0.002692,0.430932,0.277295,0.178551,0.131027,0.171647,0.237546,0.250504,0.143462,0.252043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
342,'2020/03/23 14:25:30:953',1,0.566652,-0.39247,0.142473,-0.004662,0.456595,0.268903,0.214348,0.140789,0.207436,0.290847,0.296084,0.16385,0.318446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
343,'2020/03/23 14:25:30:965',1,0.547841,-0.404249,0.160614,0.028273,0.444501,0.256292,0.209723,0.125657,0.195161,0.29078,0.296654,0.137776,0.265397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
344,'2020/03/23 14:25:30:976',1,0.520904,-0.378704,0.173696,0.057148,0.4821,0.276996,0.216901,0.16923,0.231964,0.332629,0.29308,0.147156,0.336455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
345,'2020/03/23 14:25:30:988',1,0.597479,-0.37323,0.164728,0.003542,0.460904,0.333604,0.281804,0.178535,0.245248,0.309384,0.330689,0.195037,0.32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
346,'2020/03/23 14:25:30:999',1,0.631141,-0.374049,0.101818,0.000832,0.43654,0.29018,0.199227,0.174488,0.282963,0.340521,0.325764,0.16905,0.306364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
347,'2020/03/23 14:25:31:011',1,0.570744,-0.403276,0.13533,0.02802,0.452165,0.269957,0.21184,0.152669,0.254564,0.325752,0.300415,0.180521,0.276041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
348,'2020/03/23 14:25:31:012',1,0.570744,-0.403276,0.13533,0.02802,0.452165,0.269957,0.21184,0.152669,0.254564,0.325752,0.300415,0.180521,0.276041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
349,'2020/03/23 14:25:31:023',1,0.591604,-0.356308,0.193904,0.005389,0.458101,0.326414,0.229629,0.192809,0.281016,0.342621,0.331319,0.194827,0.304748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
350,'2020/03/23 14:25:31:035',1,0.530291,-0.410708,0.13299,0.028128,0.501861,0.306626,0.200985,0.128659,0.225275,0.307577,0.29955,0.131274,0.249605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
351,'2020/03/23 14:25:31:046',1,0.56891,-0.37118,0.080131,0.003101,0.403676,0.241097,0.167189,0.106338,0.184915,0.24926,0.260642,0.155179,0.27544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
352,'2020/03/23 14:25:31:058',1,0.56383,-0.396739,0.135612,-0.003726,0.453458,0.277922,0.217833,0.155279,0.221143,0.299333,0.291067,0.161497,0.308565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
353,'2020/03/23 14:25:31:069',1,0.550496,-0.411028,0.150479,0.014876,0.459601,0.263315,0.206133,0.112298,0.187549,0.284906,0.31124,0.151703,0.278594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
354,'2020/03/23 14:25:31:081',1,0.513663,-0.374065,0.181542,0.052775,0.457918,0.258683,0.229559,0.178567,0.21938,0.320713,0.2881,0.134695,0.315933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
355,'2020/03/23 14:25:31:081',1,0.513663,-0.374065,0.181542,0.052775,0.457918,0.258683,0.229559,0.178567,0.21938,0.320713,0.2881,0.134695,0.315933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
356,'2020/03/23 14:25:31:092',1,0.596581,-0.374199,0.172683,0.018882,0.47314,0.327094,0.240781,0.150953,0.236609,0.328353,0.328698,0.201979,0.344431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
357,'2020/03/23 14:25:31:104',1,0.618881,-0.389054,0.102935,-0.003708,0.438481,0.297347,0.234398,0.182921,0.274875,0.320219,0.317754,0.162901,0.290034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
358,'2020/03/23 14:25:31:115',1,0.578169,-0.392516,0.12474,0.023667,0.434124,0.256172,0.192133,0.149549,0.271201,0.345635,0.323348,0.16784,0.270735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
359,'2020/03/23 14:25:31:127',1,0.57948,-0.370207,0.18309,0.017356,0.4774,0.319195,0.222342,0.191097,0.272839,0.332449,0.316613,0.213944,0.321634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
360,'2020/03/23 14:25:31:139',1,0.536708,-0.409116,0.148131,0.009034,0.487288,0.322006,0.222209,0.150907,0.259334,0.349327,0.334681,0.15737,0.265455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
361,'2020/03/23 14:25:31:151',1,0.537508,-0.395736,0.073054,0.011899,0.431582,0.241684,0.161576,0.103386,0.183063,0.249959,0.257916,0.133631,0.268968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
362,'2020/03/23 14:25:31:162',1,0.561039,-0.395465,0.129154,-0.008612,0.449746,0.284238,0.207425,0.149776,0.209441,0.274486,0.267312,0.142505,0.277888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
363,'2020/03/23 14:25:31:163',1,0.561039,-0.395465,0.129154,-0.008612,0.449746,0.284238,0.207425,0.149776,0.209441,0.274486,0.267312,0.142505,0.277888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,'2020/03/23 14:25:31:174',1,0.543461,-0.415235,0.131867,-0.011902,0.452949,0.259098,0.207102,0.122238,0.19855,0.290742,0.314886,0.169468,0.317217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
365,'2020/03/23 14:25:31:185',1,0.527062,-0.384894,0.178481,0.041635,0.437764,0.253195,0.228743,0.163429,0.207024,0.308438,0.290821,0.136432,0.291375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
366,'2020/03/23 14:25:31:197',1,0.559799,-0.388195,0.166625,0.042844,0.485151,0.305734,0.213666,0.146208,0.22879,0.337141,0.319767,0.190108,0.358083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
367,'2020/03/23 14:25:31:209',1,0.610422,-0.385251,0.127592,-0.001169,0.448759,0.311626,0.27048,0.185371,0.255901,0.299495,0.317827,0.164429,0.284621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
368,'2020/03/23 14:25:31:220',1,0.617416,-0.371294,0.11723,0.016233,0.432262,0.268433,0.181523,0.156982,0.276337,0.351325,0.333381,0.165089,0.285447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
369,'2020/03/23 14:25:31:232',1,0.574292,-0.389111,0.163923,0.028364,0.479079,0.305293,0.224427,0.175137,0.259026,0.32787,0.303277,0.209811,0.307522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
370,'2020/03/23 14:25:31:232',1,0.574292,-0.389111,0.163923,0.028364,0.479079,0.305293,0.224427,0.175137,0.259026,0.32787,0.303277,0.209811,0.307522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
371,'2020/03/23 14:25:31:243',1,0.568642,-0.377117,0.175128,-0.002876,0.462538,0.329107,0.232532,0.167399,0.275913,0.358755,0.344449,0.175748,0.281402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
372,'2020/03/23 14:25:31:255',1,0.523101,-0.40911,0.096721,0.021715,0.46942,0.263271,0.167116,0.103836,0.189358,0.265581,0.270467,0.123386,0.256843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
373,'2020/03/23 14:25:31:267',1,0.602209,-0.364958,0.127808,-0.003275,0.436865,0.283826,0.184616,0.136535,0.176302,0.240533,0.252056,0.142125,0.25434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
374,'2020/03/23 14:25:31:279',1,0.565481,-0.39304,0.142473,-0.005561,0.456924,0.267784,0.213813,0.138608,0.206402,0.2901,0.297483,0.164259,0.31916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
375,'2020/03/23 14:25:31:290',1,0.544698,-0.40301,0.161902,0.029363,0.441278,0.25452,0.211093,0.129549,0.196403,0.292283,0.293972,0.135472,0.265732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
376,'2020/03/23 14:25:31:302',1,0.524465,-0.380625,0.172016,0.056504,0.484735,0.281379,0.215041,0.165503,0.231819,0.33363,0.295979,0.152759,0.340985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
377,'2020/03/23 14:25:31:302',1,0.524465,-0.380625,0.172016,0.056504,0.484735,0.281379,0.215041,0.165503,0.231819,0.33363,0.295979,0.152759,0.340985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
378,'2020/03/23 14:25:31:314',1,0.597805,-0.374278,0.161097,0.001906,0.458904,0.33196,0.284663,0.181077,0.245427,0.305886,0.329619,0.191588,0.315428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
379,'2020/03/23 14:25:31:325',1,0.631911,-0.372522,0.103045,0.002329,0.435359,0.287605,0.194648,0.172144,0.28185,0.342295,0.327406,0.169022,0.306689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
380,'2020/03/23 14:25:31:336',1,0.572678,-0.402057,0.139183,0.02907,0.456987,0.275253,0.215632,0.156265,0.254494,0.325206,0.298454,0.18345,0.278144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
381,'2020/03/23 14:25:31:348',1,0.591009,-0.355719,0.194084,0.003863,0.456404,0.327565,0.232014,0.19124,0.282022,0.345265,0.333054,0.1912,0.300805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
382,'2020/03/23 14:25:31:359',1,0.526676,-0.412529,0.127174,0.026991,0.498256,0.299752,0.193817,0.122473,0.217675,0.29903,0.293329,0.12772,0.248284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
383,'2020/03/23 14:25:31:371',1,0.579991,-0.36197,0.089886,0.00433,0.405792,0.244927,0.167509,0.106907,0.18019,0.245041,0.256053,0.149749,0.266262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
384,'2020/03/23 14:25:31:372',1,0.579991,-0.36197,0.089886,0.00433,0.405792,0.244927,0.167509,0.106907,0.18019,0.245041,0.256053,0.149749,0.266262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
385,'2020/03/23 14:25:31:383',1,0.565058,-0.395767,0.136887,-0.003343,0.453804,0.275871,0.216937,0.15257,0.218189,0.297881,0.291334,0.161623,0.310647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
386,'2020/03/23 14:25:31:394',1,0.551678,-0.410501,0.152162,0.017344,0.457714,0.262651,0.206375,0.113089,0.187877,0.284825,0.308938,0.148658,0.273668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
387,'2020/03/23 14:25:31:406',1,0.513292,-0.373949,0.180672,0.054028,0.462054,0.260535,0.22779,0.178498,0.221742,0.322647,0.287907,0.134862,0.31905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
388,'2020/03/23 14:25:31:418',1,0.598753,-0.372238,0.172746,0.015176,0.47068,0.329225,0.247511,0.155002,0.238747,0.325689,0.328946,0.202113,0.341694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389,'2020/03/23 14:25:31:429',1,0.621046,-0.387002,0.10166,-0.003389,0.43817,0.296531,0.228489,0.182233,0.277788,0.324683,0.31895,0.164317,0.293339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
390,'2020/03/23 14:25:31:441',1,0.572582,-0.397178,0.124935,0.023912,0.43536,0.256126,0.195121,0.149183,0.269078,0.342897,0.320292,0.169618,0.270665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
391,'2020/03/23 14:25:31:441',1,0.572582,-0.397178,0.124935,0.023912,0.43536,0.256126,0.195121,0.149183,0.269078,0.342897,0.320292,0.169618,0.270665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
392,'2020/03/23 14:25:31:452',1,0.581861,-0.367232,0.185184,0.014485,0.473932,0.319685,0.221846,0.192577,0.2747,0.333435,0.319073,0.211983,0.320813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
393,'2020/03/23 14:25:31:464',1,0.536707,-0.408943,0.147236,0.014092,0.492833,0.321745,0.220682,0.148202,0.25421,0.34302,0.328379,0.151351,0.26079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
394,'2020/03/23 14:25:31:476',1,0.540091,-0.39419,0.070036,0.009389,0.424507,0.239264,0.161965,0.104127,0.18462,0.250469,0.259228,0.139181,0.273581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
395,'2020/03/23 14:25:31:487',1,0.563552,-0.3939,0.132352,-0.006381,0.451681,0.284671,0.211744,0.15366,0.21563,0.282778,0.273606,0.147187,0.2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
396,'2020/03/23 14:25:31:499',1,0.543183,-0.416031,0.133533,-0.009017,0.454303,0.259828,0.206964,0.120053,0.196786,0.290214,0.315947,0.167466,0.312233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
397,'2020/03/23 14:25:31:510',1,0.523156,-0.382722,0.179952,0.043537,0.439617,0.253287,0.229961,0.166784,0.207725,0.309759,0.289692,0.135757,0.295306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
398,'2020/03/23 14:25:31:527',1,0.567156,-0.386992,0.167561,0.039787,0.483614,0.309166,0.215806,0.145047,0.229176,0.336495,0.32234,0.193945,0.357138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
399,'2020/03/23 14:25:31:527',1,0.567156,-0.386992,0.167561,0.039787,0.483614,0.309166,0.215806,0.145047,0.229176,0.336495,0.32234,0.193945,0.357138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
400,'2020/03/23 14:25:31:549',1,0.612745,-0.37255,0.119647,0.018607,0.432536,0.265541,0.181796,0.154833,0.275732,0.351654,0.332823,0.16469,0.281398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
401,'2020/03/23 14:25:31:550',1,0.612745,-0.37255,0.119647,0.018607,0.432536,0.265541,0.181796,0.154833,0.275732,0.351654,0.332823,0.16469,0.281398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
402,'2020/03/23 14:25:31:557',1,0.573246,-0.386824,0.167288,0.027352,0.480913,0.308672,0.223848,0.177117,0.26019,0.328396,0.305655,0.213065,0.312289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
403,'2020/03/23 14:25:31:569',1,0.560625,-0.384732,0.169202,-0.003455,0.464771,0.327463,0.230597,0.164039,0.274976,0.361091,0.346631,0.174823,0.279972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
404,'2020/03/23 14:25:31:580',1,0.52499,-0.407078,0.092234,0.020337,0.463727,0.258868,0.165694,0.103628,0.187502,0.262282,0.267586,0.123932,0.258888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
405,'2020/03/23 14:25:31:592',1,0.596415,-0.369684,0.131007,-0.002457,0.444003,0.290639,0.193798,0.145154,0.186426,0.248451,0.257983,0.14431,0.25936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406,'2020/03/23 14:25:31:592',1,0.596415,-0.369684,0.131007,-0.002457,0.444003,0.290639,0.193798,0.145154,0.186426,0.248451,0.257983,0.14431,0.25936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
407,'2020/03/23 14:25:31:603',1,0.563904,-0.394266,0.142042,-0.006475,0.457031,0.266423,0.21287,0.136059,0.205304,0.289624,0.299412,0.165041,0.319913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
408,'2020/03/23 14:25:31:615',1,0.542202,-0.40057,0.164521,0.031487,0.4394,0.253834,0.213703,0.134815,0.198401,0.294727,0.292322,0.134457,0.268308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
409,'2020/03/23 14:25:31:627',1,0.528523,-0.382895,0.17029,0.05554,0.487181,0.286638,0.214539,0.16258,0.231831,0.334585,0.29923,0.158595,0.344977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
