@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
8416,'2020/03/23 13:43:48:148',8,-0.104452,0.570108,0.417951,0.085058,0.550057,0.076638,0.549016,0.191624,0.524681,0.227832,0.489723,-0.027755,0.440532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8417,'2020/03/23 13:43:48:148',8,-0.104452,0.570108,0.417951,0.085058,0.550057,0.076638,0.549016,0.191624,0.524681,0.227832,0.489723,-0.027755,0.440532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8418,'2020/03/23 13:43:48:149',8,-0.104452,0.570108,0.417951,0.085058,0.550057,0.076638,0.549016,0.191624,0.524681,0.227832,0.489723,-0.027755,0.440532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8419,'2020/03/23 13:43:48:149',8,-0.104452,0.570108,0.417951,0.085058,0.550057,0.076638,0.549016,0.191624,0.524681,0.227832,0.489723,-0.027755,0.440532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8420,'2020/03/23 13:43:48:159',8,-0.007714,0.494259,0.468838,0.128602,0.572838,0.04556,0.666324,0.095647,0.520689,0.219957,0.307532,0.18503,0.23498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8421,'2020/03/23 13:43:48:160',8,-0.007714,0.494259,0.468838,0.128602,0.572838,0.04556,0.666324,0.095647,0.520689,0.219957,0.307532,0.18503,0.23498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8422,'2020/03/23 13:43:48:160',8,-0.007714,0.494259,0.468838,0.128602,0.572838,0.04556,0.666324,0.095647,0.520689,0.219957,0.307532,0.18503,0.23498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8423,'2020/03/23 13:43:48:172',8,-0.155776,0.431741,0.499253,0.163611,0.59437,-0.001471,0.55738,0.048749,0.464568,0.130967,0.31963,0.218716,0.262175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8424,'2020/03/23 13:43:48:172',8,-0.155776,0.431741,0.499253,0.163611,0.59437,-0.001471,0.55738,0.048749,0.464568,0.130967,0.31963,0.218716,0.262175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8425,'2020/03/23 13:43:48:172',8,-0.155776,0.431741,0.499253,0.163611,0.59437,-0.001471,0.55738,0.048749,0.464568,0.130967,0.31963,0.218716,0.262175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8426,'2020/03/23 13:43:48:173',8,-0.155776,0.431741,0.499253,0.163611,0.59437,-0.001471,0.55738,0.048749,0.464568,0.130967,0.31963,0.218716,0.262175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8427,'2020/03/23 13:43:48:183',8,-0.30004,0.593715,0.46142,0.142298,0.452733,0.257641,0.473627,0.091076,0.57224,0.077767,0.366431,0.252369,0.194343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8428,'2020/03/23 13:43:48:183',8,-0.30004,0.593715,0.46142,0.142298,0.452733,0.257641,0.473627,0.091076,0.57224,0.077767,0.366431,0.252369,0.194343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8429,'2020/03/23 13:43:48:183',8,-0.30004,0.593715,0.46142,0.142298,0.452733,0.257641,0.473627,0.091076,0.57224,0.077767,0.366431,0.252369,0.194343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8430,'2020/03/23 13:43:48:183',8,-0.30004,0.593715,0.46142,0.142298,0.452733,0.257641,0.473627,0.091076,0.57224,0.077767,0.366431,0.252369,0.194343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8431,'2020/03/23 13:43:48:195',8,-0.061733,0.277023,0.608884,0.077278,0.308737,0.479415,0.241612,0.338554,0.439887,0.195335,0.324107,0.295158,0.275506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8432,'2020/03/23 13:43:48:195',8,-0.061733,0.277023,0.608884,0.077278,0.308737,0.479415,0.241612,0.338554,0.439887,0.195335,0.324107,0.295158,0.275506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8433,'2020/03/23 13:43:48:195',8,-0.061733,0.277023,0.608884,0.077278,0.308737,0.479415,0.241612,0.338554,0.439887,0.195335,0.324107,0.295158,0.275506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8434,'2020/03/23 13:43:48:206',8,-0.25249,0.165482,0.559748,-0.009361,0.415523,0.242231,0.291571,0.061528,0.379697,0.085753,0.206783,0.396256,0.061554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8435,'2020/03/23 13:43:48:206',8,-0.25249,0.165482,0.559748,-0.009361,0.415523,0.242231,0.291571,0.061528,0.379697,0.085753,0.206783,0.396256,0.061554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8436,'2020/03/23 13:43:48:206',8,-0.25249,0.165482,0.559748,-0.009361,0.415523,0.242231,0.291571,0.061528,0.379697,0.085753,0.206783,0.396256,0.061554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8437,'2020/03/23 13:43:48:218',8,-0.100834,0.151554,0.742435,-0.114486,0.441484,0.320938,0.267904,0.229084,0.481158,0.143687,0.338209,0.402197,0.038627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8438,'2020/03/23 13:43:48:218',8,-0.100834,0.151554,0.742435,-0.114486,0.441484,0.320938,0.267904,0.229084,0.481158,0.143687,0.338209,0.402197,0.038627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8439,'2020/03/23 13:43:48:218',8,-0.100834,0.151554,0.742435,-0.114486,0.441484,0.320938,0.267904,0.229084,0.481158,0.143687,0.338209,0.402197,0.038627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8440,'2020/03/23 13:43:48:229',8,0.03079,0.313001,0.7188,-0.052711,0.487568,0.350748,0.286849,0.237652,0.468277,0.121727,0.550279,0.12764,0.130885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8441,'2020/03/23 13:43:48:230',8,0.03079,0.313001,0.7188,-0.052711,0.487568,0.350748,0.286849,0.237652,0.468277,0.121727,0.550279,0.12764,0.130885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8442,'2020/03/23 13:43:48:230',8,0.03079,0.313001,0.7188,-0.052711,0.487568,0.350748,0.286849,0.237652,0.468277,0.121727,0.550279,0.12764,0.130885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8443,'2020/03/23 13:43:48:230',8,0.03079,0.313001,0.7188,-0.052711,0.487568,0.350748,0.286849,0.237652,0.468277,0.121727,0.550279,0.12764,0.130885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8444,'2020/03/23 13:43:48:241',8,0.036873,0.362054,0.585707,-0.048006,0.595946,0.122968,0.422715,0.337623,0.390449,0.323525,0.414249,0.107653,0.294256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8445,'2020/03/23 13:43:48:241',8,0.036873,0.362054,0.585707,-0.048006,0.595946,0.122968,0.422715,0.337623,0.390449,0.323525,0.414249,0.107653,0.294256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8446,'2020/03/23 13:43:48:241',8,0.036873,0.362054,0.585707,-0.048006,0.595946,0.122968,0.422715,0.337623,0.390449,0.323525,0.414249,0.107653,0.294256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8447,'2020/03/23 13:43:48:253',8,-0.074277,0.454893,0.546505,-0.082148,0.625985,0.04504,0.324313,0.278058,0.288861,0.268233,0.39965,-0.01063,0.485844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8448,'2020/03/23 13:43:48:253',8,-0.074277,0.454893,0.546505,-0.082148,0.625985,0.04504,0.324313,0.278058,0.288861,0.268233,0.39965,-0.01063,0.485844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8449,'2020/03/23 13:43:48:253',8,-0.074277,0.454893,0.546505,-0.082148,0.625985,0.04504,0.324313,0.278058,0.288861,0.268233,0.39965,-0.01063,0.485844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8450,'2020/03/23 13:43:48:253',8,-0.074277,0.454893,0.546505,-0.082148,0.625985,0.04504,0.324313,0.278058,0.288861,0.268233,0.39965,-0.01063,0.485844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8451,'2020/03/23 13:43:48:253',8,-0.074277,0.454893,0.546505,-0.082148,0.625985,0.04504,0.324313,0.278058,0.288861,0.268233,0.39965,-0.01063,0.485844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8452,'2020/03/23 13:43:48:264',8,-0.127607,0.570204,0.446211,0.030838,0.583578,0.059494,0.503727,0.246622,0.485001,0.277664,0.487753,-0.027707,0.488941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8453,'2020/03/23 13:43:48:264',8,-0.127607,0.570204,0.446211,0.030838,0.583578,0.059494,0.503727,0.246622,0.485001,0.277664,0.487753,-0.027707,0.488941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8454,'2020/03/23 13:43:48:264',8,-0.127607,0.570204,0.446211,0.030838,0.583578,0.059494,0.503727,0.246622,0.485001,0.277664,0.487753,-0.027707,0.488941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8455,'2020/03/23 13:43:48:276',8,0.055386,0.527106,0.400871,0.16645,0.514022,0.057152,0.719204,0.045995,0.564739,0.198117,0.359771,0.12131,0.287874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8456,'2020/03/23 13:43:48:276',8,0.055386,0.527106,0.400871,0.16645,0.514022,0.057152,0.719204,0.045995,0.564739,0.198117,0.359771,0.12131,0.287874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8457,'2020/03/23 13:43:48:276',8,0.055386,0.527106,0.400871,0.16645,0.514022,0.057152,0.719204,0.045995,0.564739,0.198117,0.359771,0.12131,0.287874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8458,'2020/03/23 13:43:48:288',8,-0.107825,0.394313,0.534813,0.134246,0.611683,-0.009033,0.563915,0.065495,0.458513,0.155165,0.297011,0.242791,0.236257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8459,'2020/03/23 13:43:48:288',8,-0.107825,0.394313,0.534813,0.134246,0.611683,-0.009033,0.563915,0.065495,0.458513,0.155165,0.297011,0.242791,0.236257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8460,'2020/03/23 13:43:48:289',8,-0.107825,0.394313,0.534813,0.134246,0.611683,-0.009033,0.563915,0.065495,0.458513,0.155165,0.297011,0.242791,0.236257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8461,'2020/03/23 13:43:48:289',8,-0.107825,0.394313,0.534813,0.134246,0.611683,-0.009033,0.563915,0.065495,0.458513,0.155165,0.297011,0.242791,0.236257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8462,'2020/03/23 13:43:48:299',8,-0.278132,0.625063,0.433967,0.162981,0.496977,0.167013,0.509402,0.054733,0.550857,0.104823,0.365108,0.235739,0.200668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8463,'2020/03/23 13:43:48:299',8,-0.278132,0.625063,0.433967,0.162981,0.496977,0.167013,0.509402,0.054733,0.550857,0.104823,0.365108,0.235739,0.200668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8464,'2020/03/23 13:43:48:299',8,-0.278132,0.625063,0.433967,0.162981,0.496977,0.167013,0.509402,0.054733,0.550857,0.104823,0.365108,0.235739,0.200668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8465,'2020/03/23 13:43:48:311',8,-0.069395,0.284784,0.570168,0.12205,0.276968,0.505728,0.21963,0.329925,0.45503,0.148253,0.360148,0.252934,0.311359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8466,'2020/03/23 13:43:48:311',8,-0.069395,0.284784,0.570168,0.12205,0.276968,0.505728,0.21963,0.329925,0.45503,0.148253,0.360148,0.252934,0.311359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8467,'2020/03/23 13:43:48:311',8,-0.069395,0.284784,0.570168,0.12205,0.276968,0.505728,0.21963,0.329925,0.45503,0.148253,0.360148,0.252934,0.311359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8468,'2020/03/23 13:43:48:324',8,-0.249415,0.205904,0.536117,0.010389,0.431946,0.222989,0.315447,0.064317,0.37598,0.110715,0.204719,0.38202,0.071751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8469,'2020/03/23 13:43:48:324',8,-0.249415,0.205904,0.536117,0.010389,0.431946,0.222989,0.315447,0.064317,0.37598,0.110715,0.204719,0.38202,0.071751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8470,'2020/03/23 13:43:48:324',8,-0.249415,0.205904,0.536117,0.010389,0.431946,0.222989,0.315447,0.064317,0.37598,0.110715,0.204719,0.38202,0.071751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8471,'2020/03/23 13:43:48:324',8,-0.249415,0.205904,0.536117,0.010389,0.431946,0.222989,0.315447,0.064317,0.37598,0.110715,0.204719,0.38202,0.071751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8472,'2020/03/23 13:43:48:324',8,-0.249415,0.205904,0.536117,0.010389,0.431946,0.222989,0.315447,0.064317,0.37598,0.110715,0.204719,0.38202,0.071751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8473,'2020/03/23 13:43:48:334',8,-0.161109,0.16734,0.67313,-0.068263,0.425642,0.306534,0.278678,0.181532,0.458139,0.129501,0.297271,0.41118,0.049917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8474,'2020/03/23 13:43:48:334',8,-0.161109,0.16734,0.67313,-0.068263,0.425642,0.306534,0.278678,0.181532,0.458139,0.129501,0.297271,0.41118,0.049917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8475,'2020/03/23 13:43:48:334',8,-0.161109,0.16734,0.67313,-0.068263,0.425642,0.306534,0.278678,0.181532,0.458139,0.129501,0.297271,0.41118,0.049917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8476,'2020/03/23 13:43:48:345',8,0.01527,0.217762,0.79425,-0.109858,0.426459,0.400866,0.216756,0.283868,0.48847,0.112981,0.542947,0.201646,0.10917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8477,'2020/03/23 13:43:48:346',8,0.01527,0.217762,0.79425,-0.109858,0.426459,0.400866,0.216756,0.283868,0.48847,0.112981,0.542947,0.201646,0.10917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8478,'2020/03/23 13:43:48:346',8,0.01527,0.217762,0.79425,-0.109858,0.426459,0.400866,0.216756,0.283868,0.48847,0.112981,0.542947,0.201646,0.10917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8479,'2020/03/23 13:43:48:357',8,0.054597,0.335921,0.544921,0.009142,0.499687,0.224369,0.38036,0.285629,0.45689,0.206436,0.495014,0.102919,0.214895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8480,'2020/03/23 13:43:48:357',8,0.054597,0.335921,0.544921,0.009142,0.499687,0.224369,0.38036,0.285629,0.45689,0.206436,0.495014,0.102919,0.214895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8481,'2020/03/23 13:43:48:357',8,0.054597,0.335921,0.544921,0.009142,0.499687,0.224369,0.38036,0.285629,0.45689,0.206436,0.495014,0.102919,0.214895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8482,'2020/03/23 13:43:48:369',8,-0.018926,0.412772,0.602987,-0.092888,0.635206,0.073773,0.301919,0.325059,0.250401,0.30548,0.362955,0.024523,0.454327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8483,'2020/03/23 13:43:48:369',8,-0.018926,0.412772,0.602987,-0.092888,0.635206,0.073773,0.301919,0.325059,0.250401,0.30548,0.362955,0.024523,0.454327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8484,'2020/03/23 13:43:48:369',8,-0.018926,0.412772,0.602987,-0.092888,0.635206,0.073773,0.301919,0.325059,0.250401,0.30548,0.362955,0.024523,0.454327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8485,'2020/03/23 13:43:48:369',8,-0.018926,0.412772,0.602987,-0.092888,0.635206,0.073773,0.301919,0.325059,0.250401,0.30548,0.362955,0.024523,0.454327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8486,'2020/03/23 13:43:48:380',8,-0.108214,0.553212,0.457225,-0.000542,0.6017,0.04929,0.455645,0.262865,0.428492,0.298664,0.472279,-0.026542,0.519292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8487,'2020/03/23 13:43:48:380',8,-0.108214,0.553212,0.457225,-0.000542,0.6017,0.04929,0.455645,0.262865,0.428492,0.298664,0.472279,-0.026542,0.519292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8488,'2020/03/23 13:43:48:380',8,-0.108214,0.553212,0.457225,-0.000542,0.6017,0.04929,0.455645,0.262865,0.428492,0.298664,0.472279,-0.026542,0.519292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8489,'2020/03/23 13:43:48:392',8,0.024683,0.52624,0.365679,0.184239,0.482949,0.062344,0.6987,0.040775,0.604242,0.168733,0.402434,0.102185,0.297959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8490,'2020/03/23 13:43:48:392',8,0.024683,0.52624,0.365679,0.184239,0.482949,0.062344,0.6987,0.040775,0.604242,0.168733,0.402434,0.102185,0.297959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8491,'2020/03/23 13:43:48:392',8,0.024683,0.52624,0.365679,0.184239,0.482949,0.062344,0.6987,0.040775,0.604242,0.168733,0.402434,0.102185,0.297959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8492,'2020/03/23 13:43:48:392',8,0.024683,0.52624,0.365679,0.184239,0.482949,0.062344,0.6987,0.040775,0.604242,0.168733,0.402434,0.102185,0.297959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8493,'2020/03/23 13:43:48:405',8,-0.08597,0.39462,0.540265,0.126077,0.616022,-0.002611,0.574054,0.081077,0.46462,0.171225,0.292992,0.241807,0.232668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8494,'2020/03/23 13:43:48:406',8,-0.08597,0.39462,0.540265,0.126077,0.616022,-0.002611,0.574054,0.081077,0.46462,0.171225,0.292992,0.241807,0.232668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8495,'2020/03/23 13:43:48:406',8,-0.08597,0.39462,0.540265,0.126077,0.616022,-0.002611,0.574054,0.081077,0.46462,0.171225,0.292992,0.241807,0.232668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8496,'2020/03/23 13:43:48:406',8,-0.08597,0.39462,0.540265,0.126077,0.616022,-0.002611,0.574054,0.081077,0.46462,0.171225,0.292992,0.241807,0.232668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8497,'2020/03/23 13:43:48:415',8,-0.233176,0.544518,0.418146,0.202358,0.54794,0.040217,0.547107,0.040461,0.49042,0.12179,0.348212,0.190153,0.260469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8498,'2020/03/23 13:43:48:415',8,-0.233176,0.544518,0.418146,0.202358,0.54794,0.040217,0.547107,0.040461,0.49042,0.12179,0.348212,0.190153,0.260469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8499,'2020/03/23 13:43:48:415',8,-0.233176,0.544518,0.418146,0.202358,0.54794,0.040217,0.547107,0.040461,0.49042,0.12179,0.348212,0.190153,0.260469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8500,'2020/03/23 13:43:48:427',8,-0.170085,0.393537,0.516351,0.147219,0.318981,0.427074,0.321197,0.213622,0.544243,0.06179,0.38453,0.241974,0.257983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8501,'2020/03/23 13:43:48:427',8,-0.170085,0.393537,0.516351,0.147219,0.318981,0.427074,0.321197,0.213622,0.544243,0.06179,0.38453,0.241974,0.257983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8502,'2020/03/23 13:43:48:427',8,-0.170085,0.393537,0.516351,0.147219,0.318981,0.427074,0.321197,0.213622,0.544243,0.06179,0.38453,0.241974,0.257983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8503,'2020/03/23 13:43:48:438',8,-0.181574,0.341697,0.471995,0.07536,0.477338,0.173241,0.386401,0.090153,0.376047,0.203594,0.200592,0.367709,0.10646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8504,'2020/03/23 13:43:48:438',8,-0.181574,0.341697,0.471995,0.07536,0.477338,0.173241,0.386401,0.090153,0.376047,0.203594,0.200592,0.367709,0.10646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8505,'2020/03/23 13:43:48:439',8,-0.181574,0.341697,0.471995,0.07536,0.477338,0.173241,0.386401,0.090153,0.376047,0.203594,0.200592,0.367709,0.10646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8506,'2020/03/23 13:43:48:439',8,-0.181574,0.341697,0.471995,0.07536,0.477338,0.173241,0.386401,0.090153,0.376047,0.203594,0.200592,0.367709,0.10646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8507,'2020/03/23 13:43:48:450',8,-0.191519,0.168123,0.627182,-0.034194,0.418126,0.287959,0.290403,0.130778,0.435204,0.113359,0.256908,0.416991,0.052139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8508,'2020/03/23 13:43:48:450',8,-0.191519,0.168123,0.627182,-0.034194,0.418126,0.287959,0.290403,0.130778,0.435204,0.113359,0.256908,0.416991,0.052139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8509,'2020/03/23 13:43:48:450',8,-0.191519,0.168123,0.627182,-0.034194,0.418126,0.287959,0.290403,0.130778,0.435204,0.113359,0.256908,0.416991,0.052139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8510,'2020/03/23 13:43:48:462',8,0.068056,0.152535,0.868236,-0.125607,0.40143,0.440403,0.166273,0.329477,0.482146,0.127156,0.512141,0.242683,0.081097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8511,'2020/03/23 13:43:48:462',8,0.068056,0.152535,0.868236,-0.125607,0.40143,0.440403,0.166273,0.329477,0.482146,0.127156,0.512141,0.242683,0.081097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8512,'2020/03/23 13:43:48:462',8,0.068056,0.152535,0.868236,-0.125607,0.40143,0.440403,0.166273,0.329477,0.482146,0.127156,0.512141,0.242683,0.081097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8513,'2020/03/23 13:43:48:462',8,0.068056,0.152535,0.868236,-0.125607,0.40143,0.440403,0.166273,0.329477,0.482146,0.127156,0.512141,0.242683,0.081097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8514,'2020/03/23 13:43:48:473',8,0.013542,0.332333,0.578246,-0.000507,0.512437,0.2616,0.36009,0.266802,0.444037,0.169707,0.51122,0.089047,0.177123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
8515,'2020/03/23 13:43:48:473',8,0.013542,0.332333,0.578246,-0.000507,0.512437,0.2616,0.36009,0.266802,0.444037,0.169707,0.51122,0.089047,0.177123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,?,1,0,0,0
